	ItemLink	Price	Name	Image	Condition	Seller Notes	Brand	Storage Capacity	Model	RAM	MPN	Processor	UPC	Internet Connectivity	Type	Hardware Connectivity	Operating System	Features	Screen Size	Carrier	Resolution	Bundled Items	Processor Manufacturer	Processor Type	Display Tech	Touch Screen Technology	Rear Camera Resolution	Front Camera Resolution	Installed RAM	Expansion Ports	PC Interface	Height	Product Line	Width	Depth	Color	Weight	Product Information	Battery Technology	Battery Run Time	Input Method	Display Size	Platform	Release Date	Supported File Types	Special Features	Exterior Color	Contract	Colour	Bundle Listing	Country/Region of Manufacture	Expandability	Rear Camera Megapixels	Front Camera Megapixels	Screen Resolution	Functional Digitizer	Memory Size	Manufacturer Part Number	Manufacturer	Processor Speed	Fast Fulfillment	Wireless capabilities	Audio Input	Audio Output	EAN	Interface	Max. Video Resolution	Data Link Protocol	Networking Type	Body Material	Content	Battery Information	Battery Life (Hour)	Dimensions (WxHxD)	Display Color	Product Interface	Screen Type	Support Type	Display Color Support	Manufacturer warranty	Memory (RAM)	Display Max. Resolution	Cosmetic condition	No accessories	Operating System Edition	Storage Type	Graphics Processing Type	Touch panel	Other Software	Hard Drive Capacity	Manufacturer Part number	Band	OS	RAM 3GB	Screen resolution	Battery Capacity(mAh)	Screen size	CPU Qualcomm	Screen type	Dual cameras	GPU Adreno 506	WiFi,GPS,Bluetooth 4.0	Languages	Country//Region of Manufacture	CPU	Multi-touch	Continuous Usage Time	Battery Standby	Video Resolution	Delivery Time	Tags	Size	Max Supported RAM	Charger and cable	ISBN	RAM 4GB	Core	CPU Brand	Single camera	GPU	Mini HDMI,DC Jack	WiFi,Bluetooth	Note	Headphones	Camera type	Network type	Support Network	RAM Technology	Bottoms Size (Women's)	Bottoms Size (Men's)	Size (Women's)	US Shoe Size (Men's)	Underwear Size	Cup Size	Band Size	Trouser Size	Size (Men's)	Style	Hosiery Size	Screen Material	ROM	External Memory	Storage Controller Type	Plug Type	Voltage	ScreenSize	Designer/Brand	Monitor Screen Size	Manufacturer Warranty	Warranty - Parts	Warranty - Labor	Dilivery Time	Security Features	Processor Number	OS System	RAM 2GB	Battery Capacity	CPU RK3288	IPS	Hard Drive	Wireless Type	Size Type	Number of USB 2.0 Ports	Average Battery Life (in hours)	Original box	File format	Connectivity	Power	USB charging time	Language	Display	Warranty	Thread	Lithography	Instruction set	Memory types	Product positioning	Flash description	Processor series	Shell material	Processor Base Frequency	Burst Frequency	SD Card Slot	Slot SIm	Battery	Standard Memory	SKU	Flash Memory Capacity	Graphics Controller Model	Product Type	Bluetooth	Processor Model	Aspect Ratio	Weight (Approximate)	Processor Core	Focus Modes	Form Factor	Sensor Type	Publisher	Charger	Memory	Brand Name	Age Group	Optical Drive Type	Memory Card Supported	Wireless LAN	Wireless LAN Standard	Front Camera/Webcam	Operating System Platform	Digital storage capacity	Offer type	Hard Disk Memory	Battery Type	Graphics Chipset	WIFI	Touchscreen	Display Screen Technology	USB	Contract Type	Maximum Memory Card Size Supported	Built-in Memory	Built-in Flash	Graphic Processor	Rear Camera	Number of Cells	Product Series	GPU memory	Power management chip	Process	Weight Unit Of Measure	Dimensions Unit Of Measure	Internet	Wireless	Dimensions	3G	Screen	Camera	G-sensor	GPS	Storage	Marca	HardwarePlatform	OperatingSystem	Binding	ProductGroup	Supported Formats	Expandabel Storage	Manufactured Country	PID	Number of Cores	Cellular Radio System Type	WAREHOUSE LOCATION	TIME LISTED	RAM Installed Size	Max Resolution	Pointing Device	Installed Cache Memory	Installed Video Memory	Compatible Product Line	Material	Gender	ShippingWeight	Compatible Model	Compatible Brand	Extension Card	Processor Type/CPU Type	camera	Games	Long Battery Run Time	Wireless Connection	Bluetooth,IPS,WiFi	Country of Manufacture	Support Extend Card	WiFi,Bluetooth,	Product ID	3G / 4G Support	Camera Resolution	Capacity	Model Number	Category	Language Supported	RAM+ROM	Li-ion polymer battery	Memory Capacity	Operating system	Cell Capacity	Display Resolution	System	Item Condition	Tablet Data Capacity	label	Cellular Band	Memory Card Type	Lock Status	Gravity Sensing System	CPU Brand Intel	Card slot	Item Weight	Product Dimensions	Item Dimensions  L x W x H	Item model number	Network	4G Network	Google Play	Back camera	Front camera	Material of back cover	Item Type	Teclast Model	Touch Screen Type	Net Weight	Network Communiction	Display resolution	Second Webcam Pixels	Extend Port	Supporting Language	Feature	Other Model	External Storage	Panel Type	Front Camera	Onda Model	GSM Mode	Shell Material	Size/Weight	Processor Manufacture	Package	black	Support	Modem Type	Analog Modulation Protocol	Bus Speed	KINDLE Model	Marque	Couleur	Numéro de pièce fabricant	Système d'exploitation	CUP	Résolution	Opérateur	Abonnement	Capacité de stockage	Audio Format	Photo Viewer	Video Format	WiFi	CPU Frequency	Flash	Wireless Card	Signal	QUALITY TABLET	Charge Mode	Working Time	Charge Time	Plug	Camera Features	Audio Features	Resolution (pixels)	RESERVED_PRODUCT_TITLE
1106	http://www.ebay.com/itm/Onda-V80-SE-Tablet-PC-8-0-Android-5-1-Allwinner-A64-Quad-Core-2G-32G-Dual-WiFi/222525714442?hash=item33cf90f00a%3Am%3AmDYuQzLJ278fCxqe-Pk8Mww&var=	$93.89 to $98.89	"Onda V80 SE Tablet PC 8.0"" Android 5.1 Allwinner A64 Quad Core 2G+32G Dual WiFi"	https://i.ebayimg.com/images/g/CgIAAOSwxu1Zz7nY/s-l400.jpg	New		Onda	32GB		2GB	Does Not Apply	Quad Core		Wi-Fi	Tablet		Android 5.1		8in.		1920 x 1080															Blue and White												Without Contract			China									1.30GHz																																				3.7V / 4200mAh, Li-ion polymer battery			Capacitive (10-Point)						A64													All Winner																																																																																																																																																																																											0.3MP	2.0MP	Plastic																																																				
1107	http://www.ebay.com/itm/LG-G-Pad-X-8-0-4G-LTE-Gold-T-Mobile-LG-V521-16GB-Android-Tablet-Wi-Fi-Clean-ESN/192321378522?epid=233645936&hash=item2cc73f58da%3Ag%3Ad2IAAOSwp0NZ0CHp	$140.00	LG G Pad X 8.0 4G LTE Gold T-Mobile LG-V521 16GB Android Tablet Wi-Fi Clean ESN	https://i.ebayimg.com/images/g/d2IAAOSwp0NZ0CHp/s-l400.jpg	Used	“““““““““““FULLY RESTORED TO FACTORY SETTINGS SCREEN IS PERFECT NO SCRATCHES , BODY IS EXCELLENT CONDITION , BATTERY KEEPS PERFECT CHARGE . 365 DAYS WARRANTY AND WE SHIP FAST””””USB CABLE AND HEADSET WITH MIC INCLUDED CLEAN ESN READY TO USE ON METRO PCS OR T-MOBILE	LG	16GB	V521	2GB	LGV521WG		0610214647023	Wi-Fi + 4G	Tablet	Bluetooth, Micro-USB, Wi-Fi	Android	Backlight, Bluetooth, Built-In Front Camera, Built-In Rear Camera, Color Screen, Email, External 3G Support	8in.	T-Mobile	1920 x 1200		Snap Dragon		IPS		5 Megapixel		2 ChannelGB		Bluetooth, Micro-USB, Wi-Fi	8.3in (21.08cm)		4.89in (12.42cm)	0.31in (0.79cm)	Gold	0.68lb. (0.31kg)		Lithium ion	UP to 480hr.							Gold			Yes										1.5GHz					0610214647023																																																																																																																																																																																																																																																																																																						
1108	http://www.ebay.com/itm/iRULU-7-Android-7-1-Tablet-PC-8G-IPS-Screen-Quad-Core-GMS-Certified-Dual-camera/122630910421?hash=item1c8d5f31d5%3Am%3Am77Qr5qDGg9PgG0-QOWzpsg&var=	$59.99	"iRULU 7"" Android 7.1 Tablet PC 8G IPS Screen Quad Core GMS Certified Dual camera"	https://i.ebayimg.com/images/g/pWkAAOSwQVZZgyLS/s-l400.jpg	New		iRulu	8GB		1GB	Does not apply	Quad Core		Wi-Fi	Tablet	Bluetooth, Micro-USB, Wi-Fi	Android 7.X Nougat	Bluetooth, Built-In Front Camera, Built-In Rear Camera, Email, Expandable Memory, File Browsing, LCD Display, Media Player, MP3 Player, Touch Screen, Video Recorder, Web Browser, Colour Screen	7in.	Not Applicable	1280 x 800												eXpro															Not Applicable												1.30GHz																																																																																																																																																																																																																																																																								Metal																																			
1109	http://www.ebay.com/itm/7-quot-Q88H-A33-Android-Tablet-PC-WVGA-Quad-Core-1-2GHz-8GB-ROM-Dual-Cameras/282282912001?hash=item41b95f6901%3Am%3Ameql4_SqqvfpVt6Mt0Iyo3Q&var=	$41.99 to $43.99	7&quot; Q88H A33 Android Tablet PC WVGA  Quad Core 1.2GHz 8GB ROM Dual Cameras	https://i.ebayimg.com/images/g/cOoAAOSwa9NZzjVd/s-l400.jpg	New		Unbranded	8GB	Q88H	512MB	Does Not Apply	Quad Core		Wi-Fi	Tablet	Bluetooth, Wi-Fi, USB	Android 4.4.X Kit Kat	Backlight, Bluetooth, Color Screen, Email, File Browsing, FM Radio, Media Player, MP3 Player, Touch Screen, Web Browser	"7.0"""	Unlocked	1280 x 800																											Without Contract												1.2GHz																																																																																																																																																																																																																																																																																																											
1110	http://www.ebay.com/itm/CHUWI-HI10-PLUS-10-8-Windows10-Android-5-1-Tablet-PC-4GB-64GB-Type-C-HDMI/282584175171?hash=item41cb545243%3Am%3AmQ_sh81SKlVYXqjZln3ikSw&var=	$193.66	"CHUWI HI10 PLUS 10.8"" Windows10+Android 5.1 Tablet PC 4GB+64GB Type-C HDMI"	https://i.ebayimg.com/images/g/1JwAAOSw7ehZdWNm/s-l400.jpg	New		CHUWI	64GB		4GB	Does Not Apply				Tablet	Bluetooth, HDMI, Wi-Fi, USB Type-C	Windows10+Android 5.1	Bluetooth, Built-In Front Camera, Built-In Rear Camera, Media Player, MP3 Player, Touch Screen, Video Recorder	"10.8"""		1920 x 1280																																																																																																																																																																																																																																																																																																																																																		
1111	http://www.ebay.com/itm/Jumper-EZpad-4S-Pro-Tablet-PC-10-6-Quad-Core-4GB-RAM-64GB-ROM-HDMI-Bluetooth-4-0/112532573924?hash=item1a3376cee4%3Ag%3Ay-QAAOSwXf9ZmOa5	$194.03	Jumper EZpad 4S Pro Tablet PC 10.6 Quad Core 4GB RAM 64GB ROM HDMI Bluetooth 4.0	https://i.ebayimg.com/images/g/y-QAAOSwXf9ZmOa5/s-l400.jpg	New		Jumper	64GB		4GB	Does Not Apply	Quad Core	Does not apply			Bluetooth, HDMI	Windows 10																																Black																																																																																																																																																																																																																																																																																																																						
1112	http://www.ebay.com/itm/10-1-inch-Android-6-0-Quad-Core-16GB-Tablet-PC-Dual-Camera-SIM-3G-Unlocked-HD/272850137119?hash=item3f8722b01f%3Ag%3APUgAAOSw%7EoFZvWvN	$90.11	10.1'' inch Android 6.0 Quad-Core 16GB Tablet PC Dual Camera/SIM 3G Unlocked HD	https://i.ebayimg.com/images/g/PUgAAOSw~oFZvWvN/s-l400.jpg	New other (see details)	Tablet PC+Smart Phone 2 SIM 3G Phablet Unlocked Newest Android 6.0 Marshmallow Good Quality 1 Year Warranty	Unbranded/Generic	16GB	B960/T1005	1GB	B0-00467-1	Quad Core	Does not apply	Wi-Fi + 3G	Tablet	Bluetooth	Android 6.0.X Marshmallow		10.1in.	Unlocked	1280 x 800															Black																																																																																																																																																																																																																																																																																																																																			
1113	http://www.ebay.com/itm/Samsung-T330-Galaxy-Tab4-8-0-Wi-Fi-16GB-ROM-1-5-RAM-Tablet-Quad-core-1-2GHz/162461044541?hash=item25d36ecf3d%3Am%3AmHkrFJNJmqH90FsGRfwM5fA&var=	$151.99	Samsung T330, Galaxy Tab4 8.0 Wi-Fi 16GB ROM 1.5 RAM Tablet Quad-core 1.2GHz	https://i.ebayimg.com/images/g/be8AAOSwA29Y5fPR/s-l400.jpg	Seller refurbished		Unbranded/Generic	16GB		1.5GB	Does Not Apply	Quad Core		Wi-Fi	Tablet	Bluetooth	Android	Bluetooth	8.0in.														Samsung T330			Black / White																																																																																																																																																																																																																																																																																																																																			
1114	http://www.ebay.com/itm/New-Wilson-K-PRO-SIX-100-R-Tennis-Pre-Strung-Racket-K-FACTOR-4-3-8-or-1-2/132324515903?hash=item1ecf27e03f%3Ag%3AwxsAAOSwVFlT4XHi	$74.95	New Wilson (K) PRO.SIX 100 (R) Tennis Pre-Strung Racket (K) FACTOR 4 3/8 or 1/2	https://i.ebayimg.com/images/g/wxsAAOSwVFlT4XHi/s-l400.jpg	New		Wilson				Does Not Apply		Does not apply																																																																																																																																																																																																																																																																																																																																																										
1115	http://www.ebay.com/itm/10-1-inch-Dual-SIM-3G-Unlocked-Quad-Core-Android-6-0-Tablet-PC-16GB-GPS-Wi-Fi/172866709530?hash=item283fa8a81a%3Am%3AmUNxbMNmrxfMdz6uBLQWWaw&var=	$90.11	10.1'' inch Dual SIM 3G Unlocked Quad Core Android 6.0 Tablet PC 16GB GPS Wi-Fi	https://i.ebayimg.com/images/g/ce0AAOSwjPdZu87X/s-l400.jpg	New other (see details)	Tablet PC+Smart Phone 2 SIM 3G Phablet Unlocked Black/Silver/Gold/Rose Gold Newest Android 6.0 Marshmallow Good Quality 1 Year Warranty	Unbranded/Generic	16GB	B960/T1005	1GB	B0-00467-00	Quad Core	Does not apply	Wi-Fi + 3G	Tablet	Bluetooth	Android 6.0.X Marshmallow	Built-In Front Camera, Built-In Rear Camera, Colour Screen, File Browsing, Media Player, MP3 Player, Touch Screen, Web Browser	10.1in.	Unlocked	1280 x 800																																																																																																																																																																																																																																																																																																																																																		
1116	http://www.ebay.com/itm/10-1-Inch-Google-Android-6-0-Quad-Core-Tablet-PC-16GB-Unlocked-3G-GPS-Keyboard/192310160257?hash=item2cc6942b81%3Am%3Amdmha3mqU0KYRUtOxKPHe3g&var=	$89.99	10.1'' Inch Google Android 6.0 Quad Core Tablet PC 16GB Unlocked 3G GPS Keyboard	https://i.ebayimg.com/images/g/h5MAAOSwiVhZwBBy/s-l400.jpg	New other (see details)	Bundled Keyboard Case Tablet PC+Smart Phone 2 SIM 3G Phablet Unlocked Newest Android 6.0 GPS IPS	Unbranded/Generic	16GB	B960/T1005	1GB	B0-00467-00-K-00	Quad Core	Does not apply	Wi-Fi + 3G	Tablet	Bluetooth	Android 6.0.X Marshmallow		10.1in.	Unlocked	1280 x 800	Keyboard																																																																																																																																																																																																																																																																																																																																																	
1117	http://www.ebay.com/itm/10-1-inch-Dual-SIM-Camera-3G-Quad-Core-Tablet-PC-Android-6-0-16GB-GPS-Keyboard/182766087182?hash=item2a8db52c0e%3Am%3AmZZxJ1ya8aiLvM2T2MoS3sQ&var=	$101.28	10.1'' inch Dual SIM Camera 3G Quad Core Tablet PC Android 6.0 16GB GPS Keyboard	https://i.ebayimg.com/images/g/g~AAAOSwX-pZuyhy/s-l400.jpg	New other (see details)	Bundled Keyboard Case Tablet PC+Smart Phone 2 SIM 3G Phablet Unlocked Newest Android 6.0 GPS IPS	Unbranded/Generic	16GB	B960/T1005	1GB	B0-00467-00-K-00	Quad Core	Does not apply	Wi-Fi + 3G	Tablet	Bluetooth	Android 6.0.X Marshmallow		10.1in.	Unlocked	1280 x 800	Keyboard																																																																																																																																																																																																																																																																																																																																																	
1118	http://www.ebay.com/itm/Lenovo-Yoga-300-11IBR-11-6-HD-LED-TS-2GB-64GB-Intel-N3050-1-60GHz-Tablet-White/322571946387?hash=item4b1ac94993%3Ag%3AKMAAAOSwcj5ZVLGb	$359.99	"Lenovo Yoga 300 11IBR  11.6"" HD LED TS 2GB 64GB Intel N3050 1.60GHz Tablet White"	https://i.ebayimg.com/images/g/KMAAAOSwcj5ZVLGb/s-l400.jpg	New		Lenovo	64GB	Lenovo Yoga 300 11IBR	2GB	Lenovo Yoga 300 11IBR		7109351222598	Wi-Fi	Tablet	USB 2.0	Windows 10	Built-In Rear Camera	11.6in.																	White															China									1.60GHz																																																																																					AC220V 60hz , DC 20V 2.25A																										"11.6""HD lED TS"														2 CELL (L14M2P22 7.4V/30Wh)																																																																																																																																												Box 416X81X271mm / 1.926Kg																																		
1119	http://www.ebay.com/itm/All-New-Kindle-E-reader-Black-6-Glare-Free-Touchscreen-Display-Wi-Fi-Black/122742227352?hash=item1c9401c198%3Ag%3AWWkAAOSwlyJZboLE	$74.88	"All New Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi, Black"	https://i.ebayimg.com/images/g/WWkAAOSwlyJZboLE/s-l400.jpg	New		Amazon				53-004090		848719083774																																																				0848719083774																																															4 GB																																																																																																																																																																							SY69JL	eBook Readers																																																																															
1120	http://www.ebay.com/itm/Brand-NEW-Amazon-Kindle-Fire-HD-8-Tablet-16GB-7th-Generation-2017-Release-Black/263197782851?epid=905996309&hash=item3d47cf7343%3Ag%3A3nEAAOSwyWZZVV2V	$65.99	Brand NEW Amazon Kindle Fire HD 8 Tablet 16GB 7th Generation 2017 Release Black	https://i.ebayimg.com/images/g/3nEAAOSwyWZZVV2V/s-l400.jpg	New		Amazon	16GB	Kindle Fire 2017	1.5 GB	Does Not Apply	Quad Core	841667123295		Tablet			Built-In Rear Camera	8in.														kindle fire hd			Black										HD	Black													1.3GHz																																																																																																																																																																																																																																																																																																											
1121	http://www.ebay.com/itm/Samsung-Odyssey-NT800G5W-XD5S-i5-QuadCore-4GB-8GB-256GB-1TB-15-6-Gaming-Laptop/322393407451?hash=item4b1024ffdb%3Ag%3A2eQAAOSwUKxYfbFw	$1,259.90	"Samsung Odyssey NT800G5W-XD5S i5 QuadCore 4GB 8GB 256GB 1TB 15.6"" Gaming Laptop"	https://i.ebayimg.com/images/g/2eQAAOSwUKxYfbFw/s-l400.jpg	New		Samsung	256GB	NT800G5W-XD5S	8GB DDR4	NT800G5W-XD5S	Quad Core	6954108662599		Tablet/Laptop Convertible	Bluetooth, HDMI, USB 2.0, USB 3.0	FreeDOS	Bluetooth, Color Screen, Email, Expandable Memory, FM Radio, Integrated Dictionary, LCD Display, Media Player, MP3 Player, Touch Screen, Web Browser	15.6		1920 x 1080												Odyssey			Black																								2.5GHz / 3.5GHz (Turbo Boost)																																																																																				Korea C Type	Free Volt (100-240V)																																																																																																																																																																																																																						
1122	http://www.ebay.com/itm/7-inch-VOYO-Android-5-0-Tablet-PC-3G-4G-Phone-Call-Big-Screen-2G-RAM-32GB-ROM/401387080119?hash=item5d7488c9b7%3Am%3AmjFpQryLnRH7XbrDFc0QybA&var=	$99.43 to $101.08	7 inch VOYO Android 5.0 Tablet PC 3G 4G Phone Call Big Screen 2G RAM 32GB ROM	https://i.ebayimg.com/images/g/xLkAAOSwsCJZl-TS/s-l400.jpg	New other (see details)		Unbranded				Does not apply		Does not apply		Tablet PC																					Silver																													Does not apply																																															7 inch																																																																																																																																																				Metal Shell																																																																																																			
1123	http://www.ebay.com/itm/10-1-inch-Dual-Core-Android-4-4-1-16GB-Dual-SIM-Dual-Standby-3G-Phone-Tablet-PC/192278247059?hash=item2cc4ad3693%3Ag%3AMmQAAOSwLgtZkvJ4	$74.52	"10.1"" inch Dual-Core Android 4.4 1+16GB Dual SIM Dual Standby 3G Phone Tablet PC"	https://i.ebayimg.com/images/g/MmQAAOSwLgtZkvJ4/s-l400.jpg	New		Unbranded				Does not apply		Does not apply																																													Does not apply							Does not apply																																																		Does Not Apply																																																																																																																																																																																																																																																				
1124	http://www.ebay.com/itm/Apple-iPad-2-32GB-Wi-Fi-9-7in-Gray-A1396-GSM-model-cellular/222641705736?epid=103172867&hash=item33d67ad308%3Ag%3AcHUAAOSwtTVZjwEN	$120.00	Apple iPad 2 32GB, Wi-Fi, 9.7in - Gray, A1396 (GSM model cellular)	https://i.ebayimg.com/images/g/cHUAAOSwtTVZjwEN/s-l400.jpg	Used	small crack on front screen but works great	Apple	32GB	Wi-Fi	512MB	MC770LL/A	Dual Core	0885909457595	Wi-Fi	Tablet	Micro-USB, Wi-Fi	iOS		9.7in.	Not Applicable	1024 x 768		Apple	Apple A5	LED	Multi-Touch	0.7 Megapixel	0.3 Megapixel	512MB	VGA out	Micro-USB, Wi-Fi	0.34in (0.88cm)	iPad 2	9.5in (24.12cm)	7.31in (18.57cm)		1.35lb. (0.613kg)	Things come alive on the stunning 9.7-inch widescreen LED Multi-Touch display of the Apple iPad 2. With WiFi support, this 32GB Apple iPad ensures you stay connected to your world all the time. The built-in dual-core A5 chip in this Wi-Fi iPad facilitates high-end gaming, surfing and overall performance. Gaming is at a vivid high with up to nine times the graphics performance on this 32GB Apple iPad. Capture immaculate shots in HD with the 0.7 MP front camera of this Wi-Fi iPad, while the secondary 0.3 MP VGA Camera lets you enjoy FaceTime video calling. For an enhanced movie-watching experience, play all your iPad’s digital content wirelessly on HDTV and speakers using AirPlay. Weighing a mere 1.33 lbs, with an amazing 10-hour battery life, Bluetooth 2.1 + EDR technology and more, this Apple iPad 2 is here to become another extension of you.	Rechargeable Lithium-Polymer	UP to 10hr.	Camera, Touch-Screen	9.7in (24.64cm)	Mac, PC	3/11/2011	AAC, AAC-LC, AAX, AAX Plus (AAX+), AIFF, AVI, Apple Lossless, Audible Enhanced Audio, Audible Format 2, Audible Format 3, Audible Format 4, DOC, DOCX, GIF, H.264, HE-AAC, HTM, HTML, JPG, Key, M4V, MOV, MP3, MP3 VBR, MP4, MPEG-4, Numbers, PDF, PPT, PPTX, Pages, Protected AAC, RTF, TIFF, TXT, VCF, WAV, XLS, XLSX	Backlight, Bluetooth, Built-In Front Camera, Built-In Rear Camera, Touch Screen, Web Browser	Black															Bluetooth, Built-in Wireless, WLAN 802.11a, WLAN 802.11b, WLAN 802.11g, WLAN 802.11n	Microphone	Headphones, Speaker(s)					Bluetooth, Integrated Wireless LAN																																																																																																																																																																																																																																																																																																		
1125	http://www.ebay.com/itm/HIPO-A106T-10-6-Android-5-1-Tablet-PC-Allwinner-A83T-Octa-Core-1-8GHz-1GB-16GB/122687204691?hash=item1c90ba2d53%3Am%3Amdyduem4AL4R1WdLbE4wA4g&var=	$101.66	"HIPO A106T 10.6"" Android 5.1 Tablet PC Allwinner A83T Octa Core 1.8GHz 1GB+16GB"	https://i.ebayimg.com/images/g/ALUAAOSwMVdYDzoa/s-l400.jpg	New		HIPO	16GB		1GB	Does Not Apply	Octa Core			Notebook				"10.6"""	Unlocked	1366 x 768																											Without Contract			China									1.80GHz																																																																																																																																																																																																																																																																																																											
1126	http://www.ebay.com/itm/New-NuVision-8-Full-HD-Tablet-Atom-x5-Z8300-Quad-Core-2GB-RAM-32GB-SSD-WIn10/232288976190?epid=2103451613&hash=item3615807d3e%3Ag%3ACTMAAOSwTM5Y3qPW	$86.00	New NuVision 8'' Full HD Tablet Atom x5-Z8300 Quad-Core 2GB RAM 32GB SSD WIn10	https://i.ebayimg.com/images/g/CTMAAOSwTM5Y3qPW/s-l400.jpg	New		NuVision				TM800W610L		847742868617																																																																																																																																																																																																																																																																																																																																																										
1127	http://www.ebay.com/itm/Samsung-Odyssey-NT800G5W-XD7S-i7-QuadCore-4GB-8GB-256GB-1TB-15-6-Gaming-Notebook/322393396502?hash=item4b1024d516%3Ag%3AnVoAAOSwLEtYfa4S	$1,347.90	Samsung Odyssey NT800G5W-XD7S i7 QuadCore 4GB 8GB 256GB 1TB 15.6 Gaming Notebook	https://i.ebayimg.com/images/g/nVoAAOSwLEtYfa4S/s-l400.jpg	New		Samsung	256GB	NT800G5W-XD7S	8GB DDR4	NT800G5W-XD7S	Quad Core	6954108662605		Tablet/Laptop Convertible	Bluetooth, HDMI, USB 2.0, USB 3.0	freeDOS	Bluetooth, Color Screen, Email, Expandable Memory, FM Radio, Integrated Dictionary, LCD Display, Media Player, MP3 Player, Touch Screen, Web Browser	15.6		1920 x 1080												Odyssey			Black																								2.8GHz / 3.8GHz (Turbo Boost)																																																																																				Korea C Type	Free Volt (100-240V)																																																																																																																																																																																																																						
1128	http://www.ebay.com/itm/Crystal-View-XT-7-Android-Dual-Function-NetBook-Tablet-In-One-Touch-Screen-NEW/381852330112?hash=item58e82c2880%3Ag%3Az-oAAOSwal5YLflo	$97.95	"Crystal View XT 7"" Android Dual Function NetBook Tablet In One Touch Screen NEW"	https://i.ebayimg.com/images/g/z-oAAOSwal5YLflo/s-l400.jpg	New		Crystal View XT	4GB Built In			NBS-4/1190		044902011900	Wi-Fi	Netbook Tablet		Android Operating Sustem	Built-In Keyboard, Color Screen, Email, Expandable Memory	7in.														Tablet & Notebook In One			Black																																																																																																																																																																																																																																																																																																																																			
1129	http://www.ebay.com/itm/Nook-by-Barnes-Noble-eReader-White-7-3-4-X-5-1-28-GB-1st-Edition/322501389982?hash=item4b1694ae9e%3Ag%3AGcAAAOSwcgNZB4Q8	$29.99	"Nook by Barnes & Noble eReader White 7 3/4"" X 5"" 1.28 GB 1st Edition"	https://i.ebayimg.com/images/g/GcAAAOSwcgNZB4Q8/s-l400.jpg	Used	Slight wear from normal use	Barnes & Noble Nook								eBook Reader				5in.																	White																																																																																																																																																																																																																																																																																																																																			
1130	http://www.ebay.com/itm/NEW-Q-See-32-Channel-HD-NVR-3TB-8-x-1080p-4MP-IP-Dome-Varifocal-Cameras/122708859922?hash=item1c92049c12%3Ag%3AHQEAAOSwtplZvVqE	$2,199.95	NEW Q-See 32 Channel HD NVR 3TB 8 x 1080p 4MP IP Dome Varifocal Cameras	https://i.ebayimg.com/images/g/HQEAAOSwtplZvVqE/s-l400.jpg	New		Q-See				Does Not Apply		Does not apply																																																																																																																																																																																																																																																																																																																																																										
1131	http://www.ebay.com/itm/Apple-New-iPad-Pro-12-9-4G-LTE-Wi-Fi-Cellular-256GB-Factory-Unlocked-Gold/282648904686?hash=item41cf3003ee%3Ag%3AHc8AAOSwXcRZa9IM	$1,196.00	Apple New iPad Pro 12.9 4G LTE Wi-Fi + Cellular 256GB Factory Unlocked - Gold	https://i.ebayimg.com/images/g/Hc8AAOSwXcRZa9IM/s-l400.png	New		Apple	256GB		4GB	Does Not Apply			Wi-Fi + Cellular	Tablet	Bluetooth, USB, USB 3.0	iOS 10.3.2	Backlight, Bluetooth, Built-In Front Camera, Built-In Rear Camera, Colour Screen, Email	"12.9"""		2732 x 2048 pixels																												Gold																Does not apply																																																																																																																																																																																																																																																																																																						
1132	http://www.ebay.com/itm/Samsung-Galaxy-Tab-E-9-6-SM-T561-8GB-WiFi-Cellular-GSM-Factory-Unlocked/171963373511?hash=item2809d0d7c7%3Am%3Am_ZCb7pZKl3wvBz-bD4xP7g&var=	$229.00	"Samsung Galaxy Tab E 9.6"" SM-T561-8GB- WiFi + Cellular GSM Factory Unlocked"	https://i.ebayimg.com/images/g/vGgAAOSwKIpWFWHC/s-l400.jpg	New		Samsung	8 GB			SM-T561						Android OS, v4.4 (KitKat)			Unlocked													Galaxy SM-T561															Without Contract																																																																																																																																																																																																																																																																																																																							
1133	http://www.ebay.com/itm/Lenovo-YOGA-BOOK-pad-US/152620448277?epid=2254543253&hash=item2388e33a15%3Ag%3Ao2cAAOSwidlZZRuz	$25.61	Lenovo YOGA BOOK pad(US) 	https://i.ebayimg.com/images/g/o2cAAOSwidlZZRuz/s-l400.png	New		Lenovo				YOGA BOOK pad(US)		190576921929																																																				0190576921929																																																																									Custom																								Regular																																								Lenovo																																																																																																8.2 ounces	11.5 x 6.5 x 0.6 inches	11.54 x 6.54 x 0.63 inches	ZG38C01315																																																										
