,ItemLink,Price,Name,Image,Condition,Brand,Display Max. Resolution,Model,Rear Camera Resolution,MPN,Front Camera Resolution,Screen Size,Height,Internet Connectivity,Width,Storage Capacity,Depth,Type,Weight,UPC,Battery Technology,Display Size,Battery Run Time,Operating System,Input Method,Supported File Types,Platform,Exterior Color,Special Features,Processor Manufacturer,Display Tech,Color,Wireless capabilities,Country/Region of Manufacture,Features,Expansion Ports,Data Link Protocol,PC Interface,RAM,Processor Speed,Hardware Connectivity,Battery Standby,Processor,Product Line,Resolution,Seller Notes,Carrier,EAN,Bundled Items,Max. Resolution,Max Screen Resolution,Hard Drive,Size Type,Wireless Type,Average Battery Life (in hours),Screen Resolution,Style,Bundle Listing,Expandability,Product Information,Processor Type,Interface,Contract,GTIN,ISBN,Delivery Time,Key Word,Networking Type,Audio Output,Installed RAM,Battery,CPU,camera,GPU,ROM  Flash,Warranty,Manufacturer Part Number,Touch Screen Technology,Manufacturer Part number,Audio Input,Release Date,Cosmetic condition,No accessories,Internal Memory,Monitor Screen Size,Manufacturer warranty,Band,Hard Drive Capacity,Extend Port,Camera,Processor Manufacture,Touch Screen Type,Processor Main Frequency,Cell Capacity,Colour,Other Part Numbers,Camera Resolution,RAM Technology,battery type,Wi-Fi,Bundled item,Security Features,Installed Cache Memory,Charger,Charger and cable,Screen type,Marque,Numéro de pièce fabricant,OS,Screen,Screen resolution,Size,Not Included,Capacity,Battery type,Input voltage,Output voltage,Output current,Shipping Time,Manufacturer Warranty,Warranty - Parts,Warranty - Labor,colo,Front Camera Megapixels,Rear Camera Megapixels,Functional Digitizer,Memory Size,Max Supported RAM,Graphic Processor,Wireless Protocol,Touch panel,Publisher,Binding,Dimensions,OperatingSystem,PartNumber,ProductGroup,BRAND,AC adapter,Additional Features,Battery Capacity,Core,External Memory,WIFI,Chipest,Extended memory,Product Size,Front Camera,Rear Camera,Screen Type,Memory Card Type,Lock Status,3G network,4G,File format,Support,Battery / Run Time (up to),Battery Type,Graphics Chipset,Material of back cover,Max. Video Resolution,Battery Capacity(mAh),Extend Card,Processor Number,Samsung,3G,Battery capacity (mAh),Front camera,Back camera,External storage,WIFi,Bands,Bettry Type,External Storage,Country of Manufacture,Network,Dimension / Weigt,Supported Languages,Shipping Carrier,Display,Supported Video format,Graphics Processing Type,Memory,Display Color Support,ROM,Camera type,CPU Brand,Connectivity,SD Card Slot,Supported File Formats,Languages,Front Camera Pixels,Material,Earphone Port,Back Camera,pid,Original Box,Cosmetic Condition,Digital storage capacity,Offer type,Item unbranded and not associated with,Storage,JAPAN ONLY METAL MAGAZINE,Fast Fulfillment,Language,Language2,Note,Storage Controller Type,Item Condition,Touch Screen Function,Storage Type,Keyboard Type,Serial Number,Colours Available,Modem Type,Analog Modulation Protocol,Bus Speed,Maximum Resolution,Accessories Included Electronics Product,Input Type,Item Type Electronics,Wired Connectivity,Software Included,Product Color,Output Type,Product Depth,Features Electronic Display,Product Height,Wireless Standard,Product Weight,Wireless Technology,Targeted Audience,Features Audio Product,Product Width,Battery Charge Life,Warranty Description,Original box,System,NumberOfItems,Installed Video Memory,Bluetooth,Touchscreen,Model Number,Charging Time (h),Headphones,Manufacturer,AC Adapter,Mpn,Item Weight,Shipping Weight,Product Dimensions,Rear Webcam Resolution,Computer Memory Type,Power Source,Wifi,Sim Card,Generation,Dimensions of glass,Dimensions of Projection Base,SKU,Keyboard,Battery Life,Rating,SIM Card,Audio,Cameras,Resolution (pixels),Lister,Category,Plug,Plug Adaptor,test,Custom3,Number of Cores,Max Resolution,PID
2061,http://www.ebay.com/itm/NEW-Amazon-Kindle-Fire-HD-8-5th-Generation-8GB-Tablet-Black/112591613002?epid=221178075&hash=item1a36fbac4a%3Ag%3AlcEAAOSw4X5ZzE5t,$45.00,"New ListingNEW Amazon Kindle Fire HD 8"" 5th Generation 8GB Tablet, Black",https://i.ebayimg.com/images/g/lcEAAOSw4X5ZzE5t/s-l300.jpg,New,Amazon,,HD 8 (5th Generation),5 Megapixel,53-003655,,8in.,8.4in (21.34cm),Wi-Fi,5in (12.7cm),8GB,0.3in (0.76cm),Tablet,0.69lb. (0.31kg),0848719057423,,8in (20.32cm),UP to 8hr.,Fire OS,,,,Black,"Bluetooth, Built-In Front Camera, Built-In Rear Camera, HD",ARM,,Black,,,"Bluetooth, Built-In Front Camera, Built-In Rear Camera",,,"Micro-USB, Wi-Fi",1GB,1.5GHz,"Micro-USB, Wi-Fi",,Quad Core,Fire,1280 x 800,,Not Applicable,,,,,,,,,,,,microSD,"The Amazon Fire HD 8 is a useful device driven by a robust 1.5 GHz processor running on the Fire OS. This tablet is equipped with 8 GB of memory storage. It also features a convenient 8-inch display that provides clear visuals. This Amazon tablet supports Wi-Fi connectivity enabling users to wirelessly surf the Internet, check e-mails, or stream videos. Furthermore, it comes with dual built-in cameras. It weighs 11 ounces and is available in black.",,,,,,,,,,1GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2062,http://www.ebay.com/itm/Apple-iPad-1st-Generation-16GB-Wi-Fi-9-7in-Black-MB292LL-A/112591679709?epid=103171278&hash=item1a36fcb0dd%3Ag%3AT7sAAOSwighZhy%7Es,$100.00,"New ListingApple iPad 1st Generation 16GB, Wi-Fi, 9.7in - Black (MB292LL/A)",https://i.ebayimg.com/images/g/T7sAAOSwighZhy~s/s-l300.jpg,Used,Apple,,Wi-Fi,,MB292LL/A,,9.7in.,0.5in (1.34cm),Wi-Fi,9.56in (24.28cm),16GB,7.47in (18.97cm),Tablet,1.5lb. (0.68kg),0885909440375,Rechargeable Lithium-Polymer,9.7in (24.64cm),UP to 10hr.,iOS,Touch-Screen,"AAC, AAC-LC, AIFF, AVI, Apple Lossless, Audible Format 2, Audible Format 3, Audible Format 4, DOC, DOCX, GIF, H.264, HE-AAC, HTM, HTML, JPG, Key, M4V, MOV, MP3, MP3 VBR, MP4, MPEG-4, Numbers, PDF, PPT, PPTX, Pages, Protected AAC, RTF, TIFF, TXT, VCF, WAV, XLS, XLSX","Mac, PC",Black,"Bluetooth, Touch Screen, Web Browser",Apple,LED,,"Bluetooth, Built-in Wireless, WLAN 802.11a, WLAN 802.11b, WLAN 802.11g, WLAN 802.11n",,,,,"USB, Wi-Fi",256MB,,"USB, Wi-Fi",,Single Core,iPad 1st Generation,1024 x 768,,Not Applicable,,,,,,,,,,,,,"The portable computing revolution started with this 16 GB Apple 1st Generation iPad (Model MB292LL/a). This powerful and reliable touchscreen computer tablet provides users with features such as a 9.7-inch LED display. This device runs iOS 5.1.1, operates over Wi-Fi, and is Bluetooth compatible.Apple products are known for style, and this sleek black tablet is no exception. The device incorporates an Apple A4 processor and multi-touch screen technology. The 1st Generation Apple iPad can help you interface and communicate with family, friends, and co-workers. The Apple iPad connects easily to a Wi-Fi internet connection. The Apple tablet can sync to your computer via a Micro-USB cord or connect over a wireless network.This Apple model is ideal for playing games, using apps, viewing movies, or watching streaming videos on the 1024 x 768 pixel screen. You'll have 16GB of included storage for downloaded books, movies, music, and more. The high-resolution display will allow you to view all your favorites in crisp color.The easy-to-use touch screen makes the reading of eBooks or documents stress-free. Whether you are reading for work or pleasure, you'll have the opportunity to resize your font and change other options that take full advantage of the power of digital text. With just a touch, you'll be holding a large-print book, listening to text-to-speech audio, or adjusting the light levels. You can surf the internet with ease via Wi-Fi or create documents using just the touch of your finger.This 16GB Apple iPad has built-in speakers and an audio jack for headphones. This device can store a large collection of your favorite music and play it back on demand. Whether you are a fan of classic rock or classic Bach, you'll be able to organize playlists and broadcast your music for your own enjoyment or the enjoyment of a crowd.Apple iPads are also tremendous productivity tools for business at home or on the road. The rechargeable battery can keep you working for up to 10 hours. With a built-in keyboard on the screen, you don't need to carry any other accessories to create documents, make notes, or utilize the wide variety of apps available for the iPad via the legacy app download option in the iTunes store. With over two million apps to choose from, you are bound to find many to enhance your work and personal life.The 1st Generation iPad is known for its sturdiness, making it an attractive device for people on the go or families with children. iPads are also fantastic educational tools for students of all ages. The interactivity and tactile learning modes work well for reluctant learners and exceptional students alike. For young learners, iPad games can make education fun for children. In another benefit for students, the digital nature of an iPad makes it easy to access the latest updates for textbooks. This black 1st Generation iPad can also sync and connect with your additional Apple iOS products, like an iPod or iPhone. The 16 GB of storage can help to back up your Apple files across devices. This unit can also be used for simple tasks such displaying a digital picture frame. This 16GB device also packs the power to perform a variety of other activities as well.",Apple A4,,,,,,,"Bluetooth, Integrated Wireless LAN","Headphones, Speaker(s)",256MB,,,,,,,,Multi-Touch,,Microphone,4/3/2010,Good,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2063,http://www.ebay.com/itm/AT-T-SAMSUNG-GALAXY-TAB-4-SM-T337A-16GB-8-0in-WI-FI-4G-WHITE-TABLET-READ/112591725179?epid=1375480974&hash=item1a36fd627b%3Ag%3AkCEAAOSw6%7EVZ15uK,$69.99,New ListingAT&T SAMSUNG GALAXY TAB 4 SM-T337A 16GB 8.0in WI-FI + 4G WHITE TABLET - READ,https://i.ebayimg.com/images/g/kCEAAOSw6~VZ15uK/s-l300.jpg,Used,Samsung,,,,SM-T337A,,8.0in,,Wi-Fi + 4G,,16GB,,Tablet,,,,,,Android,,,,,,,,White,,,"Backlight, Bluetooth, Built-In Front Camera, Built-In Rear Camera, Expandable Memory, Touch Screen",,,,,,"Bluetooth, Micro-USB",,,Galaxy Tab 4 8.0in,,,AT&T,,,,,,,,,,,,,,,,With Contract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2064,http://www.ebay.com/itm/Apple-iPad-Air-1st-Generation-64GB-Wi-Fi-Cellular-AT-T-9-7in-MF0112LL-A/112591731368?epid=170341289&hash=item1a36fd7aa8%3Ag%3AVA0AAOSwRDtZ151g,$244.00,"New ListingApple iPad Air 1st Generation 64GB, Wi-Fi + Cellular (AT&T), 9.7in MF0112LL/A",https://i.ebayimg.com/images/g/VA0AAOSwRDtZ151g/s-l300.jpg,Used,Apple,,Wi-Fi + Cellular,5 Megapixel,MF012LL/A,1.2 Channel Megapixel,9.7in.,0.29in (0.75cm),Wi-Fi + Cellular,9.4in (24cm),64GB,6.6in (16.95cm),Tablet,1.05lb. (0.478kg),0885909798964,Rechargeable Lithium-Polymer,9.7in (24.64cm),UP to 10hr.,iOS,Touch-Screen,".ics, DOCX, GIF, JPG","Mac, PC",Silver,"Built-In Front Camera, Built-In Keyboard, Built-In Rear Camera, GPS, HD, Retina Display",Apple,Retina Display,Silver,"Bluetooth 4.0, dual channel  (2.4GHz and 5GHz) and MIMO",,,"Bluetooth, Lightning connector, USB",,"Micro-USB, Wi-Fi",1GB,,"Micro-USB, Wi-Fi",,Dual Core,iPad Air 1st Generation,2048 x 1536,,AT&T,,,,,,,,,,,,,"Meet a stunning mobile computing experience in a very thin and lightweight Apple tablet PC. The iPad Air is powerful and efficient at the same time, thanks to its A7 chip and M7 motion coprocessor, on which the iOS 7 is running. These features, put together, make multitasking a breeze and let you spare battery power. Sporting a 9.7-inch multi-touch screen with Retina display, the Apple iPad Air delivers a 2048 x 1536-resolution, over 3.1 million pixels and enables you capture beautiful, sharp photos. The Apple iPad Air comes in four different memory capacities â€“ 16 GB, 32 GB, 64 GB and 128 GB, letting you choose what amount of data you would like to store. Supporting Wi-Fi or Wi-Fi+4G connectivity, this Apple tablet PC makes your browsing and downloading experience very fast. Moreover, the 5 MP iSight camera on the Apple iPad Air with advanced optics improves still image and video capturing. The 1.2 MP FaceTime HD camera, featuring a backside illumination sensor, brightens up and improves your video calls overall. This Apple iPad comes in two finishes, accentuating your style - silver and space gray.",Apple A7,,Without Contract,,,,,,Speaker(s),1GB,,,,,,,,Fingerprint resistant,,Nano-SIM card tray,10/22/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2065,http://www.ebay.com/itm/Nextbook-Next-7-P12-8GB-Wi-Fi-7in-Motherboard/112591745975?epid=177428179&hash=item1a36fdb3b7%3Ag%3AqY8AAOSwFqNZVY5-,$71.12,"New ListingNextbook Next 7 P12 8GB, Wi-Fi, 7in  Motherboard  ",https://i.ebayimg.com/images/g/qY8AAOSwFqNZVY5-/s-l300.jpg,Seller refurbished,Nextbook,,,,Does Not Apply,,7in.,,Wi-Fi,,8GB,,Tablet,,0847275000386,,,,Android,,,,Black,,,,Black,,China,,,,Wi-Fi,1GB,1GHz,"Bluetooth, Micro-USB, USB 2.0",,Quad Core,Nexus 7 1st Generation,800 x 480,*Original (pulled from functional Tablet with bad screens)<br><br>*Used in good condition<br><br>Logic Board Tested By Turn On And Bypassing to Home Screen. Board has been reset and has no lock or account on it .<br><br>You are protected by eBay as well as our 100% 30 day money-back guarantee with free return shipping!! You and your satisfaction are the most important part of our business.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2066,http://www.ebay.com/itm/Verizon-Ellipsis-7-Black-8GB-Wi-Fi-4G-Verizon-QMV78B-Motherboard/112591746591?epid=1337706880&hash=item1a36fdb61f%3Ag%3AqoQAAOSwwzhZVAbB,$43.75,"New ListingVerizon Ellipsis 7, Black, 8GB, Wi-Fi + 4G, Verizon (QMV78B) Motherboard ",https://i.ebayimg.com/images/g/qoQAAOSwwzhZVAbB/s-l300.jpg,Seller refurbished,Verizon,,,,QMV7B,,7in.,,Wi-Fi + 4G,,8GB,,Tablet,,Does not apply,,,,Android,,,,Black,,,,Black,,China,,,,,,,"Micro-USB, USB 2.0",,,Ellipsis,,*Original (pulled from functional Tablet with bad screens)<br><br>*Used in good condition<br><br>Logic Board Tested By Turn On And Bypassing to Home Screen. Board has been reset and has no lock or account on it .<br><br>Sales are strictly USA only<br><br>You are protected by eBay as well as our 100% 30 day money-back guarantee with free return shipping!! You and your satisfaction are the most important part of our business.,Verizon,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2067,http://www.ebay.com/itm/Apple-iPad-Pro-32GB-Wi-Fi-9-7in-Rose-Gold/112591790639?epid=220410465&hash=item1a36fe622f%3Ag%3AlSQAAOSwb7NZ1BAR,$459.00,"New ListingApple iPad Pro 32GB, Wi-Fi, 9.7in - Rose Gold",https://i.ebayimg.com/images/g/lSQAAOSwb7NZ1BAR/s-l300.jpg,Used,Apple,,Wi-Fi,12 Megapixel,MM172LL/A,5 Megapixel,9.7in.,0.24in (0.61cm),Wi-Fi,9.4in (24cm),32GB,6.6in (16.95cm),Tablet,0.96lb. (0.437kg),0888462808590,Rechargeable Lithium-Polymer,9.7in (24.64cm),UP to 10hr.,iOS,,,"Mac, PC",Rose Gold,,Apple,LED-backlit Multi-Touch with IPS,Gold,,,,,,USB 2.0,2GB,,USB 2.0,,Dual Core,iPad Pro,2048 x 1536,,Not Applicable,,,,,,,,,,,,,"The Apple iPad Pro Tablet sports a 9.7-inch retina display with a resolution of 2048x1536 pixels and True Tone display. Powered by the A9X chip, and M9 motion coprocessor, it provides high speed and efficiency. This Wi-Fi model has a storage capacity of 32 GB, and runs on the IOS9 operating system. It features a 12 MP iSight camera, allowing you to capture sharp and detailed photographs. In addition, this tablet supports the Smart Keyboard and the Apple Pencil, and is available in rose gold.",Apple A9X,,,,,,,,,2 ChannelGB,,,,,,,,,,,3/21/2016,Excellent,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2068,http://www.ebay.com/itm/APPLE-IPAD-4-16GB-MD510LL-A-16GB-Wifi-9-7in-Locked-Please-Read-Description/112591826583?hash=item1a36feee97%3Ag%3AlQkAAOSwwrtZ17Px,$37.99,"New ListingAPPLE IPAD 4 16GB MD510LL/A 16GB, Wifi, 9.7in *Locked* Please Read Description",https://i.ebayimg.com/images/g/lQkAAOSwwrtZ17Px/s-l300.jpg,Used,Apple,,,,MD510LL/A,,9.7in.,,Wi-Fi,,16GB,,IPAD,,,,,,iOS,,,,Black,Retina Display,,Retina Display,Silver,,,"Bluetooth, Built-In Front Camera, Built-In Rear Camera, Color Screen, Email",,,Wi-Fi,16GB,,Bluetooth,,,ipad 4th generation,,In very good condition with no screen scratches. Minor exterior blemish.,Not Applicable,,,,,,,,,,,,,,,,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2069,http://www.ebay.com/itm/Amazon-Fire-HD-8-5th-Gen-8GB-Wi-Fi-Magenta-Case-Screen-Protector/112591836402?epid=221169686&hash=item1a36ff14f2%3Ag%3Aw2IAAOSwugtZ17c0,$10.09,"New ListingAmazon Fire HD 8 (5th Gen) 8GB, Wi-Fi,- Magenta + Case + Screen Protector",https://i.ebayimg.com/images/g/w2IAAOSwugtZ17c0/s-l300.jpg,Used,Amazon,,HD 8 (5th Generation),5 Megapixel,B00U0EKW9U,,8in.,,Wi-Fi,,8GB,,Tablet,0.69lb. (0.31kg),0848719057454,,8in (20.32cm),UP to 8hr.,Fire OS,,,,Magenta,,ARM,,Purple,,,,,,"Micro-USB, Wi-Fi",1GB,1.5GHz,"Micro-USB, Wi-Fi",,Quad Core,Fire,1280 x 800,,Not Applicable,,,,,,,,,,,Yes,microSD,"The Amazon Kindle Fire HD is compatible with the Fire OS. It runs on a quad-core processor at a speed of 1.5 GHz. It has a 1 GB RAM to switch between apps quickly. This purple kindle has an 8-inch touchscreen display that offers crystal-clear pictures with a resolution of 1280x800 pixels. It lasts for up to 8 h. With the 5 MP camera, you can take beautiful pictures on the go. In addition, this kindle is equipped with an 8 GB hard drive.",,,,,,,,,,1GB,,,,,,,,,,,,Good,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2070,http://www.ebay.com/itm/Apple-iPad-5th-Generation-32GB-Wi-Fi-Cellular-At-t-9-7Inch-Silver/112591850042?epid=235135842&hash=item1a36ff4a3a%3Ag%3A5QYAAOSwOrxZ17r-,$335.00,"New ListingApple iPad 5th Generation 32GB, Wi-Fi + Cellular (At&t), 9.7Inch - Silver",https://i.ebayimg.com/images/g/5QYAAOSwOrxZ17r-/s-l300.jpg,Used,Apple,,Wi-Fi + Cellular,8 Megapixel,MP252LL/A,,9.7in.,,Wi-Fi + Cellular,,32GB,,Tablet,1.05lb. (0.47kg),,,9.7in (24.64cm),UP to 10hr.,iOS,,,,Silver,,ARM,,Silver,,,,,,"Bluetooth, USB, Wi-Fi",,,"Bluetooth, USB, Wi-Fi",,Dual Core,,2048 x 1536,,Unlocked,,,,,,,,,,,,,"Offering a host of features with an eye-catching design, the Apple iPad 32 GB tablet PC in Silver certainly packs a punch. Powered by the 1.4 GHz Apple A6X Prozessor and running on iOS 10, this iPad adapts to your needs with maximum performance, enhanced battery life, and an unparalleled visual experience. Moreover, the 9.7-inch LED-backlit Multi-Touch screen with IPS technology delivers razor-sharp images and videos with vibrant colors and rich detail. With a 32 GB memory capacity, the Apple iPad lets you save all your multimedia files. Plus, this Wi-Fi + Cellular model allows you to surf the Web and download videos and games at lightning-fast speed. What’s more, the 8 MP camera enables you to capture stunning, high-quality images with amazing clarity.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2071,http://www.ebay.com/itm/Apple-iPad-5th-Generation-32GB-Wi-Fi-9-7Inch-Silver/112591904402?epid=235203766&hash=item1a37001e92%3Ag%3Aq9AAAOSwC11Z18db,$250.00,"New ListingApple iPad 5th Generation 32GB, Wi-Fi , 9.7Inch - Silver",https://i.ebayimg.com/images/g/q9AAAOSwC11Z18db/s-l300.jpg,New,Apple,,Wi-Fi,8 Megapixel,MP2G2LL/A,,9.7in.,,Wi-Fi,,32GB,,Tablet,1.03lb. (0.46kg),0190198239303,,9.7in (24.64cm),UP to 10hr.,iOS,,,,Silver,,ARM,,Silver,,,,,,"Bluetooth, USB, Wi-Fi",,,"Bluetooth, USB, Wi-Fi",,Dual Core,iPad 5th Generation,2048 x 1536,,Not Applicable,,,,,,,,,,,,,"Offering a host of features with an eye-catching design, the Apple iPad 32 GB tablet PC in Silver certainly packs a punch. Powered by the 1.8 GHz Apple A9 Processor and running on iOS 10, this iPad adapts to your needs with maximum performance, enhanced battery life, and an unparalleled visual experience. Moreover, the 9.7-inch LED-backlit Multi-Touch screen with IPS technology delivers razor-sharp images and videos with vibrant colors and rich detail. With a 32 GB memory capacity, the Apple iPad lets you save all your multimedia files. Plus, the tablet supports Wi-Fi and allows you to surf the Web and download videos and games at lightning-fast speed. What’s more, the 8 MP camera enables you to capture stunning, high-quality images with amazing clarity.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2072,http://www.ebay.com/itm/Apple-iPad-mini-1st-Generation-64GB-Wi-Fi-Cellular-AT-T-7-9in-White/112591921736?epid=117323432&hash=item1a37006248%3Ag%3ANHYAAOSwzSRZ189C,$60.43,"New ListingApple iPad mini 1st Generation 64GB, Wi-Fi + Cellular (AT&T), 7.9in - White &...",https://i.ebayimg.com/images/g/NHYAAOSwzSRZ189C/s-l300.jpg,Used,Apple,,Wi-Fi + Cellular,5 Megapixel,MD539LL/A,1.2 Channel Megapixel,7.9in.,0.28 oz.in (0.72cm),Wi-Fi + Cellular,7.87in (20cm),64GB,5.3in (13.47cm),Tablet,0.69lb. (0.312kg),0885909575435,Rechargeable Lithium-Polymer,7.9in (20.07cm),UP to 10hr.,iOS,Touch-Screen,"AAC-LC, AAX Plus (AAX+), AVI, Audible Enhanced Audio, DOCX, GIF, JPG, MP3, MPEG-4, WAV","Mac, PC",White & Silver,"Bluetooth, Built-In Front Camera, Built-In Rear Camera, Built-in dictionary, Email, HD, MPEG-4 Video Player, Touch Screen, Video Recorder, Web Browser",Apple,LED,Multi-Color,"Bluetooth, Built-in Wireless, WLAN 802.11a, WLAN 802.11b, WLAN 802.11g, WLAN 802.11n",,,,,"Micro-USB, Wi-Fi",1GB,,"Micro-USB, Wi-Fi",,Dual Core,iPad mini 1st Generation,1024 x 768,,AT&T,,,,,,,,,,,,,"This Apple 64 GB tablet is a smaller version of the popular Apple iPad tablet that provides information, communication, and entertainment on the go. With a stylish white and silver chassis, the Apple iPad Mini is an elegant accessory that is also ultra-thin and can fit in any bag. While this 7.9-inch tablet is a space-saving mobile device, it also provides reliable high performance for the user. In addition to the built-in Wi-Fi, the Apple 64 GB tablet connects to the Internet via 4G (AT&T) networks, thus being able to go online even in places with poor Wi-Fi coverage, such as in a train. The super-thin indium tin oxide coating used on the Apple iPad Mini is designed to improve the connectivity capabilities by reducing crossed signals and interference. Equipped with a high-definition forward-facing FaceTime camera, this versatile 7.9-inch tablet allows the user to enjoy video chatting with family and friends. The Apple 64 GB tablet can also be used to take photos as it features a 5 MP rear camera.",Apple A5,,,,,,,,Speaker(s),1GB,,,,,,,,Multi-Touch,,Microphone,10/23/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
