,ItemLink,Price,Name,Image,Condition,Brand,UPC,MPN,EAN,Hardware Connectivity,Exterior Color,Type,Processor Manufacturer,Resolution,Rear Camera Resolution,Screen Size,Installed RAM,Processor,Expandability,RAM,Expansion Ports,PC Interface,Height,Internet Connectivity,Width,Carrier,Depth,Storage Capacity,Weight,Processor Speed,Special Features,Product Information,Model,Product Line,Color,Display Size,Contract,Operating System,Features,Battery Run Time,Bundle Listing,Seller Notes,Front Camera Resolution,Audio Input,Audio Output,Battery Technology,Platform,Display Tech,Wireless capabilities,Input Method,Release Date,Supported File Types,Country/Region of Manufacture,Touch Screen Technology,Processor Type,RAM Technology,Max Supported RAM,Networking Type,Interface,Category,Model Number,Manufacturer,Installed Cache Memory,Installed Video Memory,Data Link Protocol,Max. Video Resolution,Hard Drive Capacity,Cosmetic condition,No accessories,Charger and cable,Original box,Bundled Items,Bus Speed,Analog Modulation Protocol,Graphic Processor,Processor Cores,Tablet Type,Graphic Card,Capacity,Tablet Color
197,http://www.ebay.com/itm/Verizon-Samsung-Galaxy-Tab-2-7-0-Black-with-Ghost-Armor/132351607587?hash=item1ed0c54323%3Ag%3A0xEAAOSwI6RZ1Rup,$49.95,Verizon Samsung Galaxy Tab 2 7.0 Black with Ghost Armor  ,https://i.ebayimg.com/images/g/0xEAAOSwI6RZ1Rup/s-l300.jpg,Used,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,http://www.ebay.com/itm/Apple-iPad-Pro-128GB-Wi-Fi-Cellular-Unlocked-9-7in-Silver/132351614432?epid=221190476&hash=item1ed0c55de0%3Ag%3AcpEAAOSwPxRZ1R4P,$574.99,"Apple iPad Pro 128GB, Wi-Fi + Cellular (Unlocked), 9.7in - Silver",https://i.ebayimg.com/images/g/cpEAAOSwPxRZ1R4P/s-l300.jpg,New other (see details),Apple,0888462833103,MLQ42LL/A,,"Micro-USB, Wi-Fi",Silver,Tablet,Apple,2048 x 1536,12 Megapixel,9.7in.,2 ChannelGB,Dual Core,,2GB,Bluetooth,"Micro-USB, Wi-Fi",0.24in (0.61cm),Wi-Fi + Cellular,9.4in (24cm),Unlocked,6.6in (16.95cm),128GB,0.98lb. (0.444kg),,"Antireflective coating, Built-In Front Camera, Fingerprint Sensor, HD Compatible, Retina Display, Touch Screen","The Apple iPad Pro Tablet sports a 9.7-inch retina display with a resolution of 2048x1536 pixels and True Tone display. Powered by the A9X chip, and M9 motion coprocessor, it provides high speed and efficiency. This Wi-Fi + 4G model has a storage capacity of 128 GB, and runs on the IOS9 operating system. It features a 12 MP iSight camera, allowing you to capture sharp and detailed photographs. In addition, this tablet supports the Smart Keyboard and the Apple Pencil, and is available in silver.",Wi-Fi + Cellular,iPad Pro,,9.7in (24.64cm),,iOS,,UP to 9hr.,,,5 Megapixel,,,Rechargeable Lithium-Polymer,"Mac, PC",LED-backlit Multi-Touch with IPS,,"Camera, Touch-Screen",3/21/2016,".ics, DOC, DOCX, GIF, HTM, HTML, JPG, Numbers, PDF, PPT, PPTX, Pages, RTF, TIFF, TXT, VCF, XLS, XLSX, ZIP",,Multi-Touch,Apple A9X,,,,,,,,,,,,,,,,,,,,,,,,,
199,http://www.ebay.com/itm/Samsung-Galaxy-Tab-3-SM-T217S-16GB-Wi-Fi-4G-Sprint-Black-Cracked-10100/132351642865?epid=175606615&hash=item1ed0c5ccf1%3Ag%3AQiMAAOSw4QVZ1SOA,$31.99,"Samsung Galaxy Tab 3 SM-T217S 16GB, Wi-Fi + 4G (Sprint) Black Cracked 10100",https://i.ebayimg.com/images/g/QiMAAOSw4QVZ1SOA/s-l300.jpg,For parts or not working,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black,,,,,,,The Tab is being sold for parts or repair because it has a cracked screen. Please read the full description.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,http://www.ebay.com/itm/Apple-iPad-mini-1st-Generation-32GB-Wi-Fi-Cellular-AT-T-7-9in-black/132351781038?epid=117335316&hash=item1ed0c7e8ae%3Ag%3AJ8AAAOSw4P1Z0cvf,$99.00,"Apple iPad mini 1st Generation 32GB, Wi-Fi + Cellular (AT&T), 7.9in -  black",https://i.ebayimg.com/images/g/J8AAAOSw4P1Z0cvf/s-l300.jpg,Used,Apple,0885909575398,MD535LL/A,,"Micro-USB, Wi-Fi",Black & Slate,Tablet,Apple,1024 x 768,5 Megapixel,7.9in.,1GB,Dual Core,,1GB,"Lightning connector, USB","Micro-USB, Wi-Fi",0.28 oz.in (0.72cm),Wi-Fi + Cellular,7.87in (20cm),AT&T,5.3in (13.47cm),32GB,0.69lb. (0.312kg),,"Bluetooth, Built-In Front Camera, Built-In Rear Camera, Built-in dictionary, Email, HD, MPEG-4 Video Player, Touch Screen, Video Recorder, Web Browser","The Apple 32 GB tablet comes cased in black with a wide screen for better viewing. The screen on the Apple iPad measures 9.7 inches and gives a more lifelike picture with high quality graphic technology. This mini tablet is designed with a 5-MP camera and an AirPlay for your music, videos, and photo sharing through other devices such as your computer or television. One feature the makers of the Apple 32 GB tablet were sure to include is the application Store so the user can make his or her experience customized to fit his or her needs. He or she can browse thousands of applications to download on his or her device. When tired of pressing options, the user can simply speak into the Apple iPad and it functions as the user speaks. This allows someone to type, perform a search, or any other function needed through dictation on this mini tablet. The Apple 32 GB tablet encompasses many language capabilities and special fonts to meet the needs of all users.",Wi-Fi + Cellular,iPad mini 1st Generation,Black,7.9in (20.07cm),,iOS,,UP to 10hr.,,,1.2 Channel Megapixel,Microphone,Speaker(s),Rechargeable Lithium-Polymer,"Mac, PC",LED,"Bluetooth, Built-in Wireless, WLAN 802.11a, WLAN 802.11b, WLAN 802.11g, WLAN 802.11n",Touch-Screen,10/23/2012,"AAC-LC, AAX Plus (AAX+), AVI, Audible Enhanced Audio, DOCX, GIF, JPG, MP3, MPEG-4, WAV",,Multi-Touch,Apple A5,,,,,,,,,,,,,,,,,,,,,,,,,
201,http://www.ebay.com/itm/Visual-Land-Prestige-Elite-8QI-8-Tablet-16GB-With-Keyboard-Purple/132351827881?epid=2255938224&hash=item1ed0c89fa9%3Ag%3AGz4AAOSwEKNZ1U70,$54.99,"Visual Land - Prestige Elite 8QI  8"" -Tablet 16GB With Keyboard Purple",https://i.ebayimg.com/images/g/Gz4AAOSwEKNZ1U70/s-l300.jpg,New,Visual Land,828063817812,ME8QIDC16GBBLB,,,Royal Blue,Tablet,,1280 x 800,,"8""",,Quad Core,,,,,,,,Not Applicable,,16GB,,1.00GHz,,,,,Blue,,Not Applicable,Android 5.0.X Lollipop,,,,,,,,,,,,Keyboard,,,,,,,,,,,,,,,,,,,,,,Keyboard,,,,,,,,
202,http://www.ebay.com/itm/Tabeo-e2-Big-Berry-8-Tablet/132351829211?hash=item1ed0c8a4db%3Ag%3A4E4AAOSwmPxZ1U7m,$14.99,"Tabeo e2 Big Berry 8"" Tablet ",https://i.ebayimg.com/images/g/4E4AAOSwmPxZ1U7m/s-l300.jpg,For parts or not working,Tabeo,Does not apply,e2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clean, powers on. Good screen.  Touch works. Passcode locked. No accessories included.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,http://www.ebay.com/itm/Tabeo-e2-Silver-Mist-8-Tablet/132351839725?hash=item1ed0c8cded%3Ag%3Ay1kAAOSwgeVZ1VJd,$21.99,"Tabeo e2 Silver Mist 8"" Tablet ",https://i.ebayimg.com/images/g/y1kAAOSwgeVZ1VJd/s-l300.jpg,For parts or not working,Tabeo,Does not apply,e2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Everything works except camera. Includes wall charger.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,http://www.ebay.com/itm/iView-SupraPad-WiFi-7-Touchscreen-Tablet-PC-16G-Android-6-0-BLUE-769TPC/132351851966?epid=2079825135&hash=item1ed0c8fdbe%3Ag%3AOpIAAOSw6-BZ1VTu,$62.99,"iView SupraPad WiFi 7"" Touchscreen Tablet PC 16G Android 6.0  BLUE (769TPC)",https://i.ebayimg.com/images/g/OpIAAOSw6-BZ1VTu/s-l300.jpg,New,iview,880010012145,769TPC,,,Blue,Tablet,,,,"7""",,Quad Core,,1GB,,Wi-Fi,,Wi-Fi,,Unlocked,,16GB,,1.20GHz,,,,,Blue,,,Android 6.0.X Marshmallow,,,,,,,,,PC,,,Touch-Screen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,http://www.ebay.com/itm/Apple-iPad-3rd-Generation-64GB-WiFi-Cellular-AT-T-9-7in-Black-BUNDLE/132351856218?hash=item1ed0c90e5a%3Ag%3AnkUAAOSwmo5Z1U3s,$127.50,"Apple iPad 3rd Generation 64GB, WiFi + Cellular (AT&T), 9.7in - Black - BUNDLE",https://i.ebayimg.com/images/g/nkUAAOSwmo5Z1U3s/s-l300.jpg,Used,Apple,885909540976,,,"Apple 30-pin / USB connector, Bluetooth",Black,Tablet,,,,"9.7""",,,,,,,,Wi-Fi + Cellular,,AT&T,,64GB,,,,,,iPad 3rd Generation,Black,,,,"Bluetooth, Built-In Rear Camera, Color Screen, MP3 Player, Touch Screen",,Yes,"This iPad is in excellent condition. I carried it in a leather case at all times with a keyboard cover on the screen. Apple checked the battery for me and it also checked out as ""healthy."" The leather case shows normal signs of wear. The Logitech keyboard/cover is in very good condition, with normal signs of use.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,http://www.ebay.com/itm/iView-SupraPad-733TPC-K-BLACK-7-Inch-8-GB-Android-4-4-Tablet-with-Keyboard/132351863277?hash=item1ed0c929ed%3Ag%3A%7E50AAOSwG4lZ1Vay,$49.00,iView SupraPad 733TPC-K BLACK 7-Inch 8 GB Android 4.4 Tablet with Keyboard,https://i.ebayimg.com/images/g/~50AAOSwG4lZ1Vay/s-l300.jpg,New,iview,880010010141,733TPC-K,,,Black,Tablet,,,,"7""",,ARM Cortex-A7,,512MB,,,,,,Not Applicable,,8GB,,1.30GHz,,,,,Black,,Not Applicable,Android 4.4.X Kit Kat,,,,,,,,,Android,,,Keyboard,,,,,,,,,,,,,,,,,,,,,,Keyboard,,,,,,,,
207,http://www.ebay.com/itm/Apple-Ipad-2/132351959198?hash=item1ed0caa09e%3Ag%3A2HsAAOSw20JZgO31,$100.00,Apple Ipad 2,https://i.ebayimg.com/images/g/2HsAAOSw20JZgO31/s-l300.jpg,Used,Apple,,,,,,Tablet,,,,,,,,,,,,,,,,,,,,,,ipad 2,,,,iOS,,,,Great condition.  No scratches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,http://www.ebay.com/itm/nexus-7-tablet/132351961943?hash=item1ed0caab57%3Ag%3AohcAAOSwIWZZgO8N,$70.00,"nexus 7"" tablet",https://i.ebayimg.com/images/g/ohcAAOSwIWZZgO8N/s-l300.jpg,Used,,,,,,,Tablet,,,,"7""",,,,,,,,,,,,,,,,,,nexus 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,http://www.ebay.com/itm/Microsoft-Surface-Pro-4-i5-6300U-256GB-SSD-8GB-Ram/132352275597?epid=218350148&hash=item1ed0cf748d%3Ag%3ASsEAAOSwKaNZ1e05,$720.00,Microsoft Surface Pro 4 i5 6300U 256GB SSD 8GB Ram,https://i.ebayimg.com/images/g/SsEAAOSwKaNZ1e05/s-l300.jpg,Used,Microsoft,0889842014389,CR3-00001,,"USB 3.0, Wi-Fi",Silver,Tablet,Intel,2736 x 1824,8 Megapixel,12.3in.,8GB,Dual Core,microSD,8GB,,"USB 3.0, Wi-Fi",7.9in (20.07cm),Wi-Fi,11.5in (29.21cm),Not Applicable,0.36in (0.91cm),256GB,1.73lb. (0.79kg),,Bluetooth,"Stay connected wherever you happen to be, with this powerful and portable Microsoft Surface Pro tablet. Equipped to handle various social media apps, keeping in touch with friends, family and work colleagues has never been easier. Designed to help people work, live and play, Microsoft delivers products that bring people together in everyday life. The 256 GB of storage capacity makes it one of the largest in the market, providing peace of mind that all documents are conveniently and securely stored in one place. Designed to enhance the user’s digital experience, this tablet runs on Windows 10, a sophisticated operating system that can easily navigate through multiple apps quickly and efficiently. The generous 12.3 in / 31.2 cm screen size and excellent resolution make for comfortable reading of a variety of digital publications as well as clear viewing of photos and videos. Connect to the Internet anywhere with the ready Wi-Fi connectivity that only requires the presence of an available network in the area.",4,Surface Pro,Silver,12.3in (31.24cm),,"Windows, Windows 10 Pro",,UP to 9hr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,Excellent,,Yes,,,,,,,,,,
210,http://www.ebay.com/itm/Apple-iPad-2-16GB-Wi-Fi-3G-Verizon-9-7in-Black/132352337376?epid=103119155&hash=item1ed0d065e0%3Am%3Am4TXBTliljOrRkCrTYHt5mg,$70.06,"Apple iPad 2 16GB, Wi-Fi + 3G (Verizon), 9.7in - Black","https://i.ebayimg.com/00/$(KGrHqJ,!jYE5,zz!)LWBO(g9,hURQ~~_35.JPG?set_id=89040003C1",Manufacturer refurbished,Apple,0885909457649,MC755LL/A,,"Micro-USB, Wi-Fi",Black,Tablet,Apple,1024 x 768,0.7 Megapixel,9.7in.,512MB,Dual Core,,512MB,"Dock connector port, USB","Micro-USB, Wi-Fi",0.34in (0.88cm),Wi-Fi + 3G,9.5in (24.12cm),Verizon,7.31in (18.57cm),16GB,1.35lb. (0.613kg),,"Built-In Front Camera, Built-In Rear Camera","The Apple iPad 2 features a 9.7-inch LED backlit display with IPS technology to deliver a clear view, whether playing a game, watching a movie, or simply composing an email. The 1-GHz dual-core A5 chip ensures that all processes run smoothly, while the front and rear cameras let you take pictures, record videos, and use FaceTime with ease. With up to 10 hours of battery life, this tablet stays with you wherever you go, helping you remain connected at all times. Designed by a company known for thinking differently, this tabelt’s modern aesthetic and sleek design make it a stylish companion at home or away.",Wi-Fi + 3G,iPad 2,,9.7in (24.64cm),,iOS,,UP to 10hr.,,,0.3 Megapixel,Microphone,Speaker(s),Rechargeable Lithium-Polymer,"Mac, PC",LED,"Bluetooth, Built-in Wireless, WLAN 802.11a, WLAN 802.11b, WLAN 802.11g, WLAN 802.11n","Camera, Stylus, Touch-Screen",3/11/2011,"AAC, AAC-LC, AAX, AAX Plus (AAX+), AIFF, AVI, Apple Lossless, Audible Enhanced Audio, Audible Format 2, Audible Format 3, Audible Format 4, DOC, DOCX, GIF, H.264, HE-AAC, HTM, HTML, JPG, Key, M4V, MOV, MP3, MP3 VBR, MP4, MPEG-4, Numbers, PDF, PPT, PPTX, Pages, Protected AAC, RTF, TIFF, TXT, VCF, WAV, XLS, XLSX",,Multi-Touch,Apple A5,,,Integrated Wireless LAN,,,,,,,,,,,,,,,,,,,,,,
211,http://www.ebay.com/itm/Apple-iPad-2-16GB-Wi-Fi-9-7in-Black-MC769C-A/132352493577?epid=111839362&hash=item1ed0d2c809%3Ag%3AU0MAAOSwUuRZ1h31,$129.00,"Apple iPad 2 16GB, Wi-Fi, 9.7in - Black (MC769C/A)",https://i.ebayimg.com/images/g/U0MAAOSwUuRZ1h31/s-l300.jpg,Used,Apple,0885909464524,MC769C/A,,Wi-Fi,Black,Tablet,Apple,1024 x 768,0.7 Megapixel,9.7in.,512MB,Dual Core,,512MB,"Dock connector port, USB",Wi-Fi,0.34in (0.88cm),Wi-Fi,9.5in (24.12cm),Not Applicable,7.31in (18.57cm),16GB,1.35lb. (0.613kg),,"Built-In Front Camera, Built-In Rear Camera","Things come alive on the stunning 9.7-inch widescreen LED Multi-Touch display of the Apple iPad 2. With WiFi support, this 16GB Apple iPad ensures you stay connected to your world all the time. The built-in dual-core A5 chip in this Wi-Fi iPad facilitates high-end gaming, surfing and overall performance. Gaming is at a vivid high with up to nine times the graphics performance on this 16GB Apple iPad. Capture immaculate shots in HD with the 0.7 MP front camera of this Wi-Fi iPad, while the secondary 0.3 MP VGA Camera lets you enjoy FaceTime video calling. For an enhanced movie-watching experience, play all your iPad’s digital content wirelessly on HDTV and speakers using AirPlay. Weighing a mere 1.33 lbs, with an amazing 10-hour battery life, Bluetooth 2.1 + EDR technology and more, this Apple iPad 2 is here to become another extension of you.",Wi-Fi,iPad 2,,9.7in (24.64cm),,iOS,,UP to 10hr.,,,0.3 Megapixel,Microphone,Speaker(s),Rechargeable Lithium-Polymer,"Mac, PC",LED,"Bluetooth, Built-in Wireless, WLAN 802.11a, WLAN 802.11b, WLAN 802.11g, WLAN 802.11n","Camera, Touch-Screen",3/11/2011,"AAC, AAC-LC, AAX, AAX Plus (AAX+), AIFF, AVI, Apple Lossless, Audible Enhanced Audio, Audible Format 2, Audible Format 3, Audible Format 4, DOC, DOCX, GIF, H.264, HE-AAC, HTM, HTML, JPG, Key, M4V, MOV, MP3, MP3 VBR, MP4, MPEG-4, Numbers, PDF, PPT, PPTX, Pages, Protected AAC, RTF, TIFF, TXT, VCF, WAV, XLS, XLSX",,Multi-Touch,Apple A5,,,"Bluetooth, Integrated Wireless LAN",,,,,,,,,,,,,,,,,,,,,,
212,http://www.ebay.com/itm/Apple-iPad-3rd-Generation-64GB-Wi-Fi-Cellular-AT-T-9-7in-Black/132352521207?epid=109353278&hash=item1ed0d333f7%3Ag%3A8WkAAOSwUIhZYT3L,$160.00,"Apple iPad 3rd Generation 64GB, Wi-Fi + Cellular (AT&T), 9.7in - Black...",https://i.ebayimg.com/images/g/8WkAAOSwUIhZYT3L/s-l300.jpg,Manufacturer refurbished,Apple,0885909540914,MD368LL/A,,"Micro-USB, Wi-Fi",Black,Tablet,Apple,2048 x 1536,5 Megapixel,9.7in.,512MB,Dual Core,,512MB,,"Micro-USB, Wi-Fi",0.37in (0.94cm),Wi-Fi + Cellular,9.5in (24.12cm),AT&T,7.31in (18.57cm),64GB,1.46lb. (0.662kg),1.00GHz,"HD, Retina Display","Sharper, smarter, and better, the Bluetooth-enabled 3rd Generation Apple iPad is nothing short of a technological breakthrough. The Retina display of The new iPad, with 2048-by-1536 resolution (that’s four times the number of pixels in iPad 2 and a million more than an 1080P HDTV) and 44 percent greater color saturation, yields amazingly detailed and sharp images. Featuring a 5 MP iSight camera with a backside illumination sensor, this Apple iPad will delight you with its exceptionally rich photos and the ability to take 1080p HD videos. The Ultrafast 4G LTE wireless technology in the Apple iPad 3rd Generation lets you browse the web at blazing speeds. The built-in Apple A5X chip with quad-core graphics powers the 3.1 million pixels contained in the 9.7-inch display and generates an unfaltering response for all sorts of operations on this Apple iPad. Your voice will be its command - the Dictation feature in the 3rd Generation Apple iPad types as you speak, be it e-mails or status updates on social networking sites. What’s more, the AirPlay feature in The new iPad lets you wirelessly stream your favorite stuff to your speakers or an HDTV.",Wi-Fi + Cellular,iPad 3rd Generation,black,9.7in (24.64cm),,iOS,,UP to 10hr.,,This ipad 3 is like new it is still in the original plastic cover. It includes a newer set of ear buds unless you prefer the original.,0.3 Megapixel,"2 x Line In, 30-Pin dock connector, Microphone","Headphones, Speaker(s)",Rechargeable Lithium-Polymer,"Mac, PC",Retina Display,"Bluetooth 4.0, Built-in Wireless, WLAN 802.11a, WLAN 802.11b, WLAN 802.11g, WLAN 802.11n",Touch-Screen,3/15/2012,"AAC, AAC-LC, AAX, AAX Plus (AAX+), AIFF, AVI, Apple Lossless, Audible Enhanced Audio, Audible Format 2, Audible Format 3, Audible Format 4, DOC, DOCX, GIF, H.264, HE-AAC, HTM, HTML, JPG, Key, M4V, MOV, MP3, MP3 VBR, MP4, MPEG-4, Numbers, PDF, PPT, PPTX, Pages, Protected AAC, RTF, TIFF, TXT, VCF, WAV, XLS, XLSX",,Multi-Touch,Apple A5X,DDR2 SDRAM,,"4G, Bluetooth",,,,,1024 KB,35MB,LTE,1280 x 720,,,,,,,,,,,,,,
213,http://www.ebay.com/itm/LG-G-Pad-F-8-0-LG-V495-Silver-AT-T-Cracked-Screen-Bad-Touch-10140/132352608187?hash=item1ed0d487bb%3Ag%3AQcgAAOSwrP9Z1kAJ,$13.99,LG G Pad F 8.0 LG-V495 - Silver (AT&T) Cracked Screen Bad Touch 10140,https://i.ebayimg.com/images/g/QcgAAOSwrP9Z1kAJ/s-l300.jpg,For parts or not working,LG,,,,,,,,,,8 inch,,,,,,,,Wi-Fi + 4G,,AT&T,,,,,,,,G Pad,Silver,,Without Contract,,,,,The Tablet has a Cracked Screen and the touch screen does Not work. Please read the full description.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,http://www.ebay.com/itm/LG-G-Pad-7-0-LTE-LG-V410-16GB-Android-Tablet-AT-T-Cracked-Clean-IMEI-10145/132352648786?epid=216990723&hash=item1ed0d52652%3Ag%3A2vEAAOSwgvNZ1kkX,$16.99,LG G Pad 7.0 LTE LG-V410 16GB Android Tablet (AT&T) Cracked Clean IMEI 10145,https://i.ebayimg.com/images/g/2vEAAOSwgvNZ1kkX/s-l300.jpg,For parts or not working,LG,0652810119962,LGV400,,Wi-Fi,Black,Tablet,Snap Dragon,1280 x 800,3.15 Megapixel,7in.,1GB,Quad Core,microSD,1GB,,Wi-Fi,7.54in (19.15cm),Wi-Fi,4.48in (11.38cm),Not Applicable,0.39in (0.99cm),8GB,0.65lb. (0.3kg),,"Bluetooth, Built-In Front Camera, Built-In Rear Camera, Cellular Phone, Color Screen, Email, Expandable Memory, GPS, MP3 Player, Touch Screen","The LG G Pad is a useful device driven by a robust 1.2 GHz processor and running on Android platform. The tablet is equipped with 8 GB memory storage. It also features a convenient 7-inch display that provides clear visuals. This LG tablet supports Wi-Fi connectivity and lets its users wirelessly surf the Web, check e-mails, or stream videos. Furthermore, the LG device has a built-in camera. Its weight is 0.65 lbs. The product is available in black.",V400,,Gray,7in (17.78cm),Without Contract,Android,"Built-In Front Camera, Built-In Rear Camera, Color Screen, Email, MP3 Player, Touch Screen, Web Browser",UP to 10hr.,,The Tablet has a Cracked Screen and the plastic buttons are missing from the side of the phone. Please read the full description.,,,,,,,,,,"MP3, WAV",,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,http://www.ebay.com/itm/Apple-iPad-Pro-9-7-A1673-Pink-128GB-CRACKED/132352713410?hash=item1ed0d622c2%3Ag%3AdS8AAOSwRsZZ1lxT,$51.00,"Apple iPad Pro 9.7"" A1673 Pink 128GB *CRACKED*",https://i.ebayimg.com/images/g/dS8AAOSwRsZZ1lxT/s-l300.jpg,For parts or not working,Apple,Does Not Apply,Does Not Apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,http://www.ebay.com/itm/Sprout-Channel-Cubby-Kids-7-Touchscreen-Tablet-16GB-For-Parts-Or-Repair/132352738010?epid=1734501175&hash=item1ed0d682da%3Ag%3AqaQAAOSwynlZzHB1,$7.99,"Sprout Channel Cubby Kids 7"" Touchscreen Tablet 16GB For Parts Or Repair",https://i.ebayimg.com/images/g/qaQAAOSwynlZzHB1/s-l300.jpg,Used,Ematic,817707015646,Does Not Apply,,Bluetooth,,Tablet,,,,"7""",,Quad Core,,1GB,,,,Wi-Fi,,,,16GB,,1.20GHz,,,,,,,,Android 4.4.X Kit Kat,Touchscreen,,Yes,,,,,,,,,Touch-Screen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,http://www.ebay.com/itm/NVIDIA-SHIELD-16GB-Wi-Fi-8in-Black-THE-PERFECT-ULTIMATE-TABLET-FOR-GAMERS/132352764380?epid=209704815&hash=item1ed0d6e9dc%3Ag%3A3X4AAOSw98ZZ1maY,$349.99,"NVIDIA SHIELD 16GB, Wi-Fi, 8in - Black THE PERFECT ULTIMATE TABLET FOR GAMERS",https://i.ebayimg.com/images/g/3X4AAOSw98ZZ1maY/s-l300.jpg,Used,NVIDIA,"0850438005593, 4260070122866, 4516184800931, 0850438005593, 0850438005609",940-81761-2500-000,,"Micro-USB, Wi-Fi",Black,Tablet,NVIDIA,1920 x 1200,5 Megapixel,8in.,2 ChannelGB,Quad Core,microSD Slot,2GB,,"Micro-USB, Wi-Fi",8.7in (22.1cm),Wi-Fi,4.96in (12.6cm),Not Applicable,0.36in (0.91cm),16GB,0.85lb. (0.38kg),,"Bluetooth, Built-In Front Camera, Built-In Rear Camera, GPRS, GPS","The NVIDIA Shield is a useful device driven by a robust 2.2 GHz processor and running on Android platform. The tablet is equipped with 16 GB memory storage. It also features a convenient 8-inch display that provides clear visuals. This NVIDIA tablet supports Wi-Fi connectivity and lets its users wirelessly surf the Web, check e-mails, or stream videos. Furthermore, the NVIDIA device has a built-in camera. Its weight is 0.85 lbs. The product is available in black.",SHIELD,,Black,8in (20.32cm),,"Android, Android 5.0.X Lollipop",,UP to 19.75hr.,,GOOD CONDITION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
