,ItemLink,Price,Name,Image,Condition,Brand,Features,MPN,Processor Speed,Product Line,Resolution,Screen Size,Processor,Storage Capacity,RAM,Color,Type,Internet Connectivity,Exterior Color,UPC,Seller Notes,Processor Manufacturer,Hardware Connectivity,Rear Camera Resolution,Installed RAM,Expandability,Carrier,Expansion Ports,PC Interface,Height,Width,Depth,Weight,Battery Run Time,Product Information,Special Features,Model,Display Size,Operating System,Platform,Input Method,Bundle Listing,Contract,Display Tech,Touch Screen Technology,Front Camera Resolution,Wireless capabilities,Audio Input,Audio Output,Battery Technology,Supported File Types,Release Date,Processor Type,Max. Video Resolution,Networking Type,Country/Region of Manufacture,Bundled Items,Max Supported RAM,Interface,Hard Drive Capacity,Data Link Protocol,Plug,Plug Adaptor,EAN,Graphic Processor,RAM Technology,Cosmetic condition,Connectivity,test,Custom3,ROM,Number of Cores,Max Resolution,PID,Manufacturer,Resolution (pixels),No accessories,Memory,Size,ISBN,Colour,Display Color Support,Storage Controller Type,Installed Cache Memory,Installed Video Memory,Original box,Charger and cable,Compatible Model,Compatible Brand,ScreenSize,Model Number,Included,Headphones,Item shape,Alexa Enabled,Camera,Battery Life,Material,Manufacturer Part Number,Processor Number,Graphics
92,http://www.ebay.com/itm/Apple-iPad-Air-2-64GB-EXCELLENT-Wi-Fi-Cellular-Space-Gray/142439667762?epid=1765328427&hash=item212a10d832%3Ag%3AuuEAAOSw0TxZYPll,$450.00,Apple iPad Air 2 64GB  EXCELLENT++  Wi-Fi + Cellular - Space Gray,https://i.ebayimg.com/images/g/uuEAAOSw0TxZYPll/s-l300.jpg,Used,Apple,,MH2M2LL/A,1.5GHz,iPad Air 2,2048 x 1536,9.7in.,,64GB,2GB,Gray,Tablet,Wi-Fi + Cellular,Space Gray,0888462058506,LNIB Condition!  Includes Otter Box case as shown,Apple,"USB, Wi-Fi",8 Megapixel,2 ChannelGB,,Unlocked,"Bluetooth, Lightning connector","USB, Wi-Fi",0.24in (0.61cm),9.4in (24cm),6.6in (16.95cm),0.98lb. (0.444kg),UP to 10hr.,"When you need a mobile computer to take care of tasks on the go, but you don't want to lug around pounds of electronics, the iPad Air 2 offers an excellent solution. The iPad Air 2 Wi-Fi/Cellular 64 GB model weighs less than a pound, and it can connect to your Wi-Fi signal or even access cellular connections with a qualifying plan. The presentation is truly breathtaking, with the device's 9.7-inch LED multi-touch display, and the anti-reflective coating ensures that you can easily see your screen in just about any light. Front and rear cameras support high-definition photography and video capture as well as FaceTime chats, and the fingerprint identity sensor affords you that much-needed extra security.","Bluetooth, Built-In Front Camera, Built-In Rear Camera, Fingerprint Sensor, GPS, HD, Retina Display, Touch Screen",Wi-Fi + Cellular,9.7in (24.64cm),iOS,"Mac, PC","Camera, Touch-Screen",,,LED-backlit Multi-Touch with IPS,Multi-Touch,1.2 Channel Megapixel,dual channel  (2.4GHz and 5GHz) and MIMO,Line In (3.5mm),Speaker(s),Rechargeable Lithium-Polymer,".ics, Audible Enhanced Audio, DOCX, GIF, JPG, MP3, MPEG-4, PCM, WAV",10/16/2014,Apple A8X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,http://www.ebay.com/itm/NEW-Laptop-Tablet-Cambio-10-1-2-in-1-32GB-Intel-Quad-Core-Webcam-Windows-10/142440764518?epid=1170903777&hash=item212a219466%3Ag%3AGuQAAOSwRvdZYfBL,$119.95,"NEW Laptop Tablet Cambio 10.1"" 2-in-1 32GB Intel Quad-Core Webcam Windows 10",https://i.ebayimg.com/images/g/GuQAAOSwRvdZYfBL/s-l300.jpg,New,RCA,,W101V2 B,,,,,,,,,,,,062118010128,,,,,,,,,,,,,,,,,W101V2 B,,,,,,,,,,,,,,,,,,,,,,,,,,,0062118010128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,http://www.ebay.com/itm/Apple-iPad-Air-1st-Generation-32GB-Wi-Fi-9-7in-Silver/142441769244?epid=170341279&hash=item212a30e91c%3Ag%3AyZMAAOSwhilZYP-C,$250.00,"Apple iPad Air 1st Generation 32GB, Wi-Fi, 9.7in - Silver",https://i.ebayimg.com/images/g/yZMAAOSwhilZYP-C/s-l300.jpg,Used,Apple,,MD789LL/A,,iPad Air 1st Generation,2048 x 1536,9.7in.,Dual Core,32GB,1GB,Silver,Tablet,Wi-Fi,Silver,"0731304015598, 0885909773428",,Apple,"Micro-USB, Wi-Fi",5 Megapixel,1GB,,Not Applicable,Lightning connector,"Micro-USB, Wi-Fi",0.29in (0.75cm),9.4in (24cm),6.6in (16.95cm),1lb. (0.469kg),UP to 10hr.,"Meet a stunning mobile computing experience in a very thin and lightweight Apple tablet PC. The iPad Air is powerful and efficient at the same time, thanks to its A7 chip and M7 motion coprocessor, on which the iOS 7 is running. These features, put together, make multitasking a breeze and let you spare battery power. Sporting a 9.7-inch multi-touch screen with Retina display, the Apple iPad Air delivers a 2048 x 1536-resolution, over 3.1 million pixels and enables you capture beautiful, sharp photos. The Apple iPad Air comes in four different memory capacities â€“ 16 GB, 32 GB, 64 GB and 128 GB, letting you choose what amount of data you would like to store. Supporting Wi-Fi or Wi-Fi+4G connectivity, this Apple tablet PC makes your browsing and downloading experience very fast. Moreover, the 5 MP iSight camera on the Apple iPad Air with advanced optics improves still image and video capturing. The 1.2 MP FaceTime HD camera, featuring a backside illumination sensor, brightens up and improves your video calls overall. This Apple iPad comes in two finishes, accentuating your style - silver and space gray.",Backlight,Wi-Fi,9.7in (24.64cm),iOS,"Mac, PC",Touch-Screen,,,Retina Display,Fingerprint resistant,1.2 Channel Megapixel,"Bluetooth 4.0, dual channel  (2.4GHz and 5GHz) and MIMO","Line In (3.5mm), Microphone",Speaker(s),Rechargeable Lithium-Polymer,".ics, DOCX, GIF, JPG",10/2013,Apple A7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,http://www.ebay.com/itm/SAMSUNG-SM-T530NU-GALAXY-TABLET/142441867832?hash=item212a326a38%3Ag%3A4S8AAOSw0TxZY8%7E8,$155.00,SAMSUNG SM-T530NU GALAXY TABLET,https://i.ebayimg.com/images/g/4S8AAOSw0TxZY8~8/s-l300.jpg,Used,Samsung,,Does Not Apply,,,,,,,,,Tablet,,,Does not apply,"THERE ARE SOME SCRATCHES ON THE SCREEN, SIDES, AND THE BACK OF THE TABLET. OVERALL, THE ITEM IS IN GOOD CONDITION. COMES WITH A CHARGER.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,http://www.ebay.com/itm/Apple-iPad-Air-2-128GB-Wi-Fi-9-7in-Silver/132354031561?epid=204278931&hash=item1ed0ea3fc9%3Ag%3AIUoAAOSwG7lZywSB,$221.46,"New ListingApple iPad Air 2 128GB, Wi-Fi, 9.7in - Silver",https://i.ebayimg.com/images/g/IUoAAOSwG7lZywSB/s-l300.jpg,Used,Apple,,MGTY2LL/A,1.5GHz,iPad Air 2,2048 x 1536,9.7in.,,128GB,2GB,Silver,Tablet,Wi-Fi,Silver,0888462026154,,Apple,"USB, Wi-Fi",8 Megapixel,2 ChannelGB,,Not Applicable,"Bluetooth, Lightning connector","USB, Wi-Fi",0.24in (0.61cm),9.4in (24cm),6.6in (16.95cm),0.96lb. (0.437kg),UP to 10hr.,"The Apple iPad Air 2 comes with user-friendly features and applications. From listening to music, watching videos, and playing games, to completing work-related activities, seamless multi-tasking is possible on this iPad. It features an LED-backlit multi-touch with IPS display and runs on iOS. For a smooth performance, the iPad Air 2 is driven by a 1.5 GHz processor. Capture images and videos with the 8 MP rear and 1.2 MP front cameras and store them on its 128 GB internal memory space.","Bluetooth, Built-In Front Camera, Built-In Rear Camera, Fingerprint Sensor, HD, Retina Display, Touch Screen",Wi-Fi,9.7in (24.64cm),iOS,"Mac, PC","Camera, Touch-Screen",,,LED-backlit Multi-Touch with IPS,Multi-Touch,1.2 Channel Megapixel,dual channel  (2.4GHz and 5GHz) and MIMO,Line In (3.5mm),Speaker(s),Rechargeable Lithium-Polymer,".ics, Audible Enhanced Audio, DOCX, GIF, JPG, MP3, MPEG-4, PCM, WAV",10/16/2014,Apple A8X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,http://www.ebay.com/itm/Apple-iPad-2-16GB-Wi-Fi-9-7in-White-MC979LL-A/132354051238?epid=111860106&hash=item1ed0ea8ca6%3Ag%3AApoAAOSwnyBZ19yF,$35.00,"New ListingApple iPad 2 16GB, Wi-Fi, 9.7in - White (MC979LL/A)",https://i.ebayimg.com/images/g/ApoAAOSwnyBZ19yF/s-l300.jpg,Used,Apple,,MC979LL/A,,iPad 2,1024 x 768,9.7in.,Dual Core,16GB,512MB,White,Tablet,Wi-Fi,White,"0885909471812, 0885909472345",,Apple,"Micro-USB, Wi-Fi",0.7 Megapixel,512MB,,Not Applicable,"Bluetooth, Dock connector port, USB","Micro-USB, Wi-Fi",0.34in (0.88cm),9.5in (24.12cm),7.31in (18.57cm),1.35lb. (0.613kg),UP to 10hr.,"This white Apple iPad 2 combines a sleek design with an exceptional array of features. The iPad 2 is a mini computer boasting 16GB of storage capacity, Wi-Fi capability, and an A5 processor. It combines an incredible processing speed, an iOS operating system, and an elegant layout design that makes computing on the go a breeze.Similar to the iPhone, the Apple iPad 2 uses a touch-based system in order to respond to your movements and commands. You also have the option of choosing stylus accessories to use instead of your finger. Other accessories include cases and wraps intended to keep your iPad 2 safe from drops and falls.It is well-known that Apple products are advanced, but this is especially true with the Apple iPad 2. Including an Apple A5 processor, you’ll make the most of your available bandwidth when surfing the web or accessing videos. On its 9.7-inch IPS LED-backlit screen with a 1024 by 768 resolution, every image is vivid and in 1080p. What you see on it is a clear and vivid picture all the time, protected by an oleophobic coating that is designed to repel fingerprints. The lithium polymer battery provides up to 10 hours of Wi-Fi web surfing time on a single charge. Alternatively, you can listen to music or watch videos for up to 10 hours before having to recharge your iPad 2. The unit is highly portable by design and weighs a mere 1.33 pounds. It measures 9.50 inches by 7.31 inches by 0.34 inches. It is designed to work in tandem with specialized accessories, such as magnetic case covers, which, when they are placed over the home button will trigger automatic hibernation.This Apple iPad 2 comes with 16GB of storage space, meaning an ample amount of room for photos, audio, and apps. The Apple iPad 2 also includes iCloud storage capabilities. With this, you can keep the installed 16GB of memory free by using Wi-Fi to sync your files to the cloud. Simply store your data using cloud storage, where it will remain safe and secure on a protected database.This Apple iPad 2 uses Wi-Fi to access the internet and also has Bluetooth capabilities to connect to your other devices. A handy and unique feature is AirPlay. If another Apple device is connected to a media screen, then your iPad 2 has the capability of connecting and sharing its own screen. This can allow you to show your photos and home movies on your big screen television or share a movie downloaded from the app store. Bluetooth connects your devices, allowing them to share files with one another. The Apple iPad 2 also features outstanding camera features for a tablet. Including a front and rear-facing camera, the Apple iPad 2 allows for maximum picture taking capabilities. On the front, use FaceTime to communicate and stay in touch with loved ones and friends. The rear camera includes a high-definition 1080p video recorder, meaning the videos you take are clearer and sharper than ever. Photos also shine and pop with the 5-megapixel camera.","Backlight, Bluetooth, Built-In Front Camera, Built-In Rear Camera, Touch Screen, Web Browser",Wi-Fi,9.7in (24.64cm),iOS,"Mac, PC","Camera, Stylus, Touch-Screen",,,LED,Multi-Touch,0.3 Megapixel,"Bluetooth, Built-in Wireless, WLAN 802.11a, WLAN 802.11b, WLAN 802.11g, WLAN 802.11n","Integrated Microphone, Microphone","Headphones, Line Out, Sound card, Speaker(s)",Rechargeable Lithium-Polymer,"AAC, AAC-LC, AAX, AAX Plus (AAX+), AIFF, AVI, Apple Lossless, Audible Enhanced Audio, Audible Format 2, Audible Format 3, Audible Format 4, DOC, DOCX, GIF, H.264, HE-AAC, HTM, HTML, JPG, Key, M4V, MOV, MP3, MP3 VBR, MP4, MPEG-4, Numbers, PDF, PPT, PPTX, Pages, Protected AAC, RTF, TIFF, TXT, VCF, WAV, XLS, XLSX",3/11/2011,Apple A5,1920 x 1080,"Bluetooth, Integrated Wireless LAN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,http://www.ebay.com/itm/Apple-iPad-Mini-1st-generation-16gb-wi-fi-7-9in-Black-Slight-Crack-At-Bottom/132354058264?hash=item1ed0eaa818%3Ag%3ASQAAAOSwfDhZfmko,$87.81,New ListingApple iPad Mini 1st generation 16gb wi-fi 7.9in (Black) (Slight Crack At Bottom),https://i.ebayimg.com/images/g/SQAAAOSwfDhZfmko/s-l300.jpg,Used,Apple,"Backlight, Bluetooth, Built-In Front Camera, Built-In Rear Camera",,,,,,,16GB,,Slate Black,iPad Mini 1st Generation,Wi-Fi,,,Very slight hairline crack across screen,,"Lightning Connector, Bluetooth",,,,,,,,,,,,,,,,iOS,,,,,,,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,http://www.ebay.com/itm/Kocaso-MX780-7-Inch-8-GB-Tablet/132354079745?hash=item1ed0eafc01%3Ag%3AtakAAOSwAj5Z1-CX,$25.00,New ListingKocaso MX780 7-Inch 8 GB Tablet ,https://i.ebayimg.com/images/g/takAAOSwAj5Z1-CX/s-l300.jpg,New other (see details),Kocaso,,MX780,,,,7 inch,,8GB,,Various,Tablet,wi-Fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Case/Cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,http://www.ebay.com/itm/Apple-iPad-2-64GB-Wi-Fi-3G-Verizon-9-7in-White-Working-Cracked-Clean/132354096653?epid=103153300&hash=item1ed0eb3e0d%3Ag%3AR%7E4AAOSwmhJZryTO,$69.99,"New ListingApple iPad 2 64GB, Wi-Fi + 3G (Verizon), 9.7in - White Working Cracked Clean",https://i.ebayimg.com/images/g/R~4AAOSwmhJZryTO/s-l300.jpg,For parts or not working,Apple,,MC987LL/A,,iPad 2,1024 x 768,9.7in.,Dual Core,64GB,512MB,White,Tablet,Wi-Fi + 3G,White,"0885909471799, 0885909474608",Works perfect. Clean IMEI and iCloud. Cracked but working screen. Comes with screen protector installed and a sync cable.,Apple,"Micro-USB, Wi-Fi",0.7 Megapixel,512MB,,Verizon,VGA out,"Micro-USB, Wi-Fi",0.34in (0.88cm),9.5in (24.12cm),7.31in (18.57cm),1.35lb. (0.613kg),UP to 10hr.,"Things come alive on the stunning 9.7-inch widescreen LED Multi-Touch display of the Apple iPad 2. With WiFi and 3G support, this 64GB Apple iPad ensures you stay connected to your world all the time. The built-in dual-core A5 chip in this Wi-Fi + 3G iPad facilitates high-end gaming, surfing and overall performance. Gaming is at a vivid high with up to nine times the graphics performance on this 64GB Apple iPad. Capture immaculate shots in HD with the 0.7 MP front camera of this Wi-Fi iPad, while the secondary 0.3 MP VGA Camera lets you enjoy FaceTime video calling. For an enhanced movie-watching experience, play all your iPad’s digital content wirelessly on HDTV and speakers using AirPlay. Weighing a mere 1.34 lbs, with an amazing 10-hour battery life, Bluetooth 2.1 + EDR technology and more, this Apple iPad 2 is here to become another extension of you.","Backlight, Bluetooth, Built-In Front Camera, Built-In Rear Camera, Touch Screen, Web Browser",Wi-Fi + 3G,9.7in (24.64cm),iOS,"Mac, PC","Camera, Touch-Screen",,,LED,Multi-Touch,0.3 Megapixel,"Bluetooth, Built-in Wireless, WLAN 802.11a, WLAN 802.11b, WLAN 802.11g, WLAN 802.11n",Microphone,"Headphones, Sound card, Speaker(s)",Rechargeable Lithium-Polymer,"AAC, AAC-LC, AAX, AAX Plus (AAX+), AIFF, AVI, Apple Lossless, Audible Enhanced Audio, Audible Format 2, Audible Format 3, Audible Format 4, DOC, DOCX, GIF, H.264, HE-AAC, HTM, HTML, JPG, Key, M4V, MOV, MP3, MP3 VBR, MP4, MPEG-4, Numbers, PDF, PPT, PPTX, Pages, Protected AAC, RTF, TIFF, TXT, VCF, WAV, XLS, XLSX",3/11/2011,Apple A5,,"Bluetooth, Integrated Wireless LAN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,http://www.ebay.com/itm/Verizon-Wireless-Ellipsis-8-QTAQZ3-16GB-8-Inch-4G-Tablet-Clean-ESN-C/132354104407?hash=item1ed0eb5c57%3Ag%3Ah-MAAOSwe0NZ1-cU,$60.00,New ListingVerizon Wireless Ellipsis 8 QTAQZ3 16GB 8 Inch 4G Tablet Clean ESN - C,https://i.ebayimg.com/images/g/h-MAAOSwe0NZ1-cU/s-l300.jpg,Used,Verizon,"Bluetooth, Built-In Front Camera, Color Screen, Email, File Browsing, HD Compatible, Integrated Speakers, LCD Display, Media Player, MP3 Player, Text-to-Speech Function, Touch Screen, Web Browser",QTAQZ3,1.5 GHz,Ellipsis,1280 x 800,,Quad Core,16GB,1GB,Black,Tablet,Wi-Fi + 4G Cellular,,,,,,,,,Verizon,,,,,,,,,,,,Android,,,,Without Contract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,http://www.ebay.com/itm/Apple-iPad-4th-Generation-32GB-Wi-Fi-9-7in-White/132354113644?epid=129525759&hash=item1ed0eb806c%3Ag%3A6j4AAOSwVfxZ1-my,$212.00,"New ListingApple iPad 4th Generation 32GB, Wi-Fi, 9.7in - White",https://i.ebayimg.com/images/g/6j4AAOSwVfxZ1-my/s-l300.jpg,Used,Apple,,MD514LL/A,,iPad 4th Generation,2048 x 1536,9.7in.,Dual Core,32GB,1GB,White,Tablet,Wi-Fi,White,0885909575183,,Apple,"Micro-USB, Wi-Fi",5 Megapixel,1GB,,Not Applicable,"Lightning connector, USB","Micro-USB, Wi-Fi",0.37in (0.94cm),9.5in (24.12cm),7.31in (18.57cm),1.44lb. (0.652kg),UP to 10hr.,"Sporting a slim and sleek design, the Apple iPad 4th Generation 32 GB tablet PC is your one-stop entertainment solution. Powered by the zippy 1.4 GHz Apple A6X processor, this Apple iPad adapts to your needs with maximum performance, extended battery life, and an unparalleled visual experience. Moreover, this Apple iPad’s beautiful 9.7-inch multi-touch screen with Retina display delivers razor-sharp images and videos with vibrant colors and rich detail. With a 32 GB storage capacity, the white Apple iPad 4th Generation tablet lets you store your multimedia files, without worrying about storage issues. Plus, supporting Wi-Fi networks, this 32 GB tablet PC allows you to surf the Web and download videos and games at lightning-fast speed. What’s more, with a 5 MP rear camera, this Apple iPad enables you to capture stunning, high-quality images with amazing clarity.","Built-In Front Camera, Built-In Rear Camera, HD",Wi-Fi,9.7in (24.64cm),iOS,"Mac, PC",Touch-Screen,,,Retina Display,Multi-Touch,1.2 Channel Megapixel,"Bluetooth, Built-in Wireless, WLAN 802.11a, WLAN 802.11b, WLAN 802.11g, WLAN 802.11n",Microphone,Speaker(s),Rechargeable Lithium-Polymer,"AAC, AAC-LC, AAX, AAX Plus (AAX+), AIFF, AVI, Apple Lossless, Audible Enhanced Audio, Audible Format 2, Audible Format 3, Audible Format 4, DOC, DOCX, GIF, H.264, HE-AAC, HTM, HTML, JPG, Key, M4V, MOV, MP3, MP3 VBR, MP4, MPEG-4, Numbers, PDF, PPT, PPTX, Pages, Protected AAC, RTF, TIFF, TXT, VCF, WAV, XLS, XLSX",10/23/2012,Apple A6X,,Integrated Wireless LAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,http://www.ebay.com/itm/Lenovo-Tablet-A8-50-16GB-Wi-Fi-8in-Black/132354114861?hash=item1ed0eb852d%3Ag%3ADy8AAOSw13pZzq1O,$49.00,"New ListingLenovo Tablet A8-50 16GB, Wi-Fi, 8in. - Black ",https://i.ebayimg.com/images/g/Dy8AAOSw13pZzq1O/s-l300.jpg,Used,Lenovo,"Bluetooth, Built-In Front Camera, Built-In Rear Camera, Expandable Memory",,,,,,,16GB,,Black,,Wi-Fi,,0888440138732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,http://www.ebay.com/itm/LG-G-Pad-X-V521-16GB-Wi-Fi-4G-T-Mobile-Gold-09-7D/132354115205?epid=233645936&hash=item1ed0eb8685%3Ag%3Av8sAAOSwhlZZ1-sN,$43.73,"New ListingLG G Pad X V521 16GB, Wi-Fi + 4G (T-Mobile) - Gold  09-7D",https://i.ebayimg.com/images/g/v8sAAOSwhlZZ1-sN/s-l300.jpg,Used,LG,,LGV521WG,1.5GHz,G Pad,1920 x 1200,8in.,,16GB,2GB,Gold/White,Tablet,Wi-Fi + 4G,Gold,0610214647023,,Snap Dragon,"Bluetooth, Micro-USB, Wi-Fi",5 Megapixel,2 ChannelGB,,T-Mobile,,"Bluetooth, Micro-USB, Wi-Fi",8.3in (21.08cm),4.89in (12.42cm),0.31in (0.79cm),0.68lb. (0.31kg),UP to 480hr.,,,V521,,Android,,,No,,IPS,,,,,,Lithium ion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,http://www.ebay.com/itm/Fuhu-Nabi-Jr-4GB-Wi-Fi-5in-Red/132354116280?epid=182617703&hash=item1ed0eb8ab8%3Ag%3AxawAAOSwHLNZXECD,$15.00,"New ListingFuhu Nabi Jr. 4GB, Wi-Fi, 5in - Red",https://i.ebayimg.com/images/g/xawAAOSwHLNZXECD/s-l300.jpg,Used,Fuhu,"Built-In Front Camera, Color Screen",NABIJRNV5A,,,800 x 480,5in.,Dual Core,4GB,512MB,Red,Tablet,Wi-Fi,Red,5051794009460,,,Wi-Fi,,512MB,,Not Applicable,,Wi-Fi,,,,,,"Fuhu NABIJR-NV5A Nabi Jr 5 Android 4.0 Tablet Computer, NVIDIA's Tegra Dual Core 1 GHz, 512MB RAM, 4GB Storage, Built-in 2MP Camera The Fuhu NABIJR-NV5A 5 Tablet Computer is the world's first full-featured Android tablet for kids.","Bluetooth, Built-In Rear Camera",Jr.,5in (12.7cm),Android 4.0.X Ice Cream Sandwich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,http://www.ebay.com/itm/Samsung-Galaxy-Tab-A-7-8-GB-Android-Tablet-White/132354134353?epid=232127718&hash=item1ed0ebd151%3Ag%3A1vYAAOSwV4BZ1%7EJj,$139.99,"New ListingSamsung Galaxy Tab A 7"" 8 GB Android Tablet White",https://i.ebayimg.com/images/g/1vYAAOSwV4BZ1~Jj/s-l300.jpg,New other (see details),Samsung,,SM-T280NZKAXAR,,Galaxy Tab A,1280 x 800,7in.,Quad Core,8GB,2GB,Black,Tablet,Wi-Fi,Black,0887276149585,,,Micro-USB,5 Megapixel,2 ChannelGB,microSD,Not Applicable,,Micro-USB,,,,0.61lb. (0.27kg),UP to 11hr.,"Designed to be connected to the Internet, this versatile Samsung Galaxy Tab SM-T280 tablet supports network applications to keep you connected with family, friends, or business contacts via social media, or even to collaborate on projects with cloud-based applications. The Samsung brand is dedicated to offering value and convenience to customers through its innovative product lines. For users who prefer to stream or save to the cloud, the tablet's 8 GB storage capacity provides an affordable option. The Android 5.1 ""Lollipop"" operating system has a classic layout and customizable home screen, designed to let users personalize the mobile device. It has a 7 in / 17.8 cm screen that keeps the design lightweight and easy to carry along on any adventure. The rule of thumb is that higher screen resolution, such as 1280 x 800, displays sharper quality print and photos than lower resolutions, as well as high definition video. With a 2.0 MP front camera, this handy tablet allows for face-to-face video calls with friends and family. Use this tablet at home, in the office or in public places with its Wi-Fi connectivity to enjoy Internet browsing anywhere.",,SM-T280,7in (17.78cm),Android,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,http://www.ebay.com/itm/Apple-iPad-Pro-2nd-Generation-512GB-Wi-Fi-Cellular-12-9Inch/132354243989?epid=238174460&hash=item1ed0ed7d95%3Ag%3AO0UAAOSw1BlZPQ6I,$875.00,New ListingApple iPad Pro 2nd Generation 512GB Wi-Fi + Cellular 12.9Inch -...,https://i.ebayimg.com/00/s/MTIwMFgxMDAw/z/O0UAAOSw1BlZPQ6I/$_35.JPG?set_id=89040003C1,New other (see details),Apple,,MPLJ2LL/A,,iPad Pro 2nd Generation,2732 x 2048,12.9in.,,512GB,,Gray,Tablet,Wi-Fi + Cellular,Space Gray,0190198340566,,Apple,USB,12 Megapixel,,,Unlocked,,USB,,,,1.53lb. (0.69kg),UP to 9hr.,"The Apple iPad Pro Tablet 2nd generation sports a 12.9-inch retina display with a resolution of 2732x2048 pixels. Powered by the A10X Fusion chip, and M10 motion coprocessor, it provides high speed and efficiency. This space gray, Wi-Fi + 4G model has a storage capacity of 512 GB, and runs on the IOS10 operating system. It features a 12 MP iSight camera, allowing you to capture sharp and detailed photographs. In addition, this tablet supports the Smart Keyboard and the Apple Pencil.",,Wi-Fi + Cellular,12.9in (32.77cm),iOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,http://www.ebay.com/itm/Apple-iPad-mini-1st-Generation-16GB-Wi-Fi-7-9in-Black-Slate/132354287040?epid=117365730&hash=item1ed0ee25c0%3Ag%3AcKwAAOSw7NpZ2Cst,$15.65,"New ListingApple iPad mini 1st Generation 16GB, Wi-Fi, 7.9in - Black & Slate",https://i.ebayimg.com/images/g/cKwAAOSw7NpZ2Cst/s-l300.jpg,For parts or not working,Apple,,MD528LL/A,,iPad mini 1st Generation,1024 x 768,7.9in.,Dual Core,16GB,1GB,Black,Tablet,Wi-Fi,Black & Slate,"0858937568793, 0616469241597, 0885909570331",,Apple,"Micro-USB, Wi-Fi",5 Megapixel,1GB,,Not Applicable,"TV Out (RCA), VGA out","Micro-USB, Wi-Fi",0.28 oz.in (0.72cm),7.87in (20cm),5.3in (13.47cm),0.68lb. (0.308kg),UP to 10hr.,"This thin and lightweight Apple iPad mini MD528LL tablet is more convenient to carry than a laptop and has all the features you enjoy on a mobile phone. Intuitive to use, it has a handy 7.9 in / 20.1 cm touch screen that's operated by a few swipes or taps. With its innovative and exciting products, Apple is an industry leader in consumer electronics, offering high-quality and reliable devices. Sporting a 16 GB storage capacity, this tablet stores approximately 9,000 photos, 3,500 songs or 20 hours worth of video, so users can take their entertainment to go. Catch up on the latest news, respond to emails and even stream a favorite movie with the sleek and powerful Apple iOS 6 operating system. It's possible to view a selection of digital material with ease and comfort thanks to the tablet's the handy 7.9 in / 20.1 cm screen size. Users can read content, view photos and use features such as email and web browsers comfortably thanks to the tablet's 1024 x 768 screen resolution. With its 1.2 MP front camera, this tablet allows users to make memorable video calls to any destination. Experience a continuous flow of communication and use with this tablet by utilizing the ready and accessible Wi-Fi connectivity.","Bluetooth, Built-In Front Camera, Built-In Rear Camera, Built-in dictionary, Email, HD, MPEG-4 Video Player, Touch Screen, Video Recorder, Web Browser",Wi-Fi,7.9in (20.07cm),iOS,"Mac, PC","Camera, Touch-Screen",,,LED,Multi-Touch,1.2 Channel Megapixel,"Bluetooth, Built-in Wireless, WLAN 802.11a, WLAN 802.11b, WLAN 802.11g, WLAN 802.11n",Microphone,"Headphones, Speaker(s)",Rechargeable Lithium-Polymer,"AAC-LC, AAX Plus (AAX+), AVI, Audible Enhanced Audio, DOCX, GIF, JPG, MP3, MPEG-4, VBR, WAV",10/23/2012,Apple A5,,"Bluetooth, Integrated Wireless LAN",,,16GB,"Camera, USB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
