ItemLink,Price,Name,Image,Condition,Product Family,Memory,Brand,Storage Type,Screen Size,Hard Drive Capacity,Release Year,Type,Processor Speed,Graphics Processing Type,Product Line,Model,MPN,Operating System,Operating System Edition,Color,Processor Type,Seller Notes,Features,Hardware Connectivity,SSD Capacity,Country/Region of Manufacture,UPC,Bundle Listing,Storage capacity,Optical Drive,Touch Screen Function,Keyboard Type,Bluetooth,Screen Resolution,WWAN,WiFi,Charger Power Cord,Included,AC Adapter,Hard Drive,Guarantee,EAN,GPU/Video Card,Primary Drive,Processor Configuration,Number of Cells,Limited Warranty,Standard Memory,Weight (Approximate),Manufacturer,Product Series,Memory Technology,Processor Model,Country of Origin,Height,Width,Aspect Ratio,Depth,Battery Chemistry,Processor Core,Input Voltage,Environmentally Friendly,Country of Manufacture,Graphics Card,Ports,Optical Drive & More,Video Card,Touch Screen,Memory (RAM),Network,Webcam,Processor Manufacturer,Intel Processor Generation,Display Size,Resolution,Processor,Form Factor Type,Storage Capacity,Display Type,Drive Type,RAM Memory,Weight,HARD DRIVE,Includes,Release Date_Display,Processor Cores,Microsoft,Recovery Tool,Bundled Items2,Bundled Items3,Included with purchase,Serial Number,RAM,ItemIncluded2,ItemIncluded3,Notes3,R2 Condition,Notes4,ItemIncluded1,Notes5,Control State,Graphics card,Compatible Model,Tank Capacity,Water Type,Bulb Type,Application,Bundled Items,Optical,Battery,Touchscreen,2.6ghz Quad Core Processor,Max. Expandability,Best By,Battery AC Adapter,Shell Condition,Keyboard Bezel Touchpad,Condition Note,Condition Description,Hard Drive CD DVD,Regency Use,Acc Included,Model Number,# of Cores,Description,Wireless,Ethernet,Graphics Chipset,OS,Warranty,ISBN,Stock ID,Compatible Product,Style,Dimensions,Label,OperatingSystem,Binding,ProductGroup,ProductTypeSubcategory,HardwarePlatform,Restore Partition,cosmetic imperfections,Connectivity,Hard Drive Caddy,Wireless Card,"Office 365/2016,Mcafee Antivirus(1 year)",Series,USB,Number of Cores,Other Ports,Wi-Fi,Power Adapter,Items Included,Other Goodies,Processor Specifications,Seller part number,Form Factor,Model (Substitutes),Operating System License,Compatible Brand,Compatible Product Line,Ram,Bundled Items4,Bundled Items1,Bundled Items5,Marque,Type de processeur,Famille de produits,Mémoire,Numéro de pièce fabricant,Capacité de disque dur,Couleur,Type de stockage,Taille d'écran,Système d'exploitation,Vitesse du processeur,Année de sortie,Power Supply,Dedicated Graphics,Battery Life,BRAND,Internet Connectivity,Description1,Product Type,Contract,Carrier,SOLD AS IS,MONITOR,Memory Size,Cooling Component(s) Included,Chipset/GPU Manufacturer,Chipset/GPU Model,Connectors,Number of USB 2.0 Ports,Number of USB 3.0 Ports,Operating System Architecture,Product Model,Graphics Controller Manufacturer,Graphics Memory Accessibility,Front Camera/Webcam,Flash Memory,Widescreen,Colour,Manufacturer warranty,ScreenSize,Product Dimensions,Storage,Stylus,Platform,Format,Language,Size,Size Type,Chassis Type,EBAY_CATEGORY_ID,Hard Drive 1,Port,Keyboard,Feature,Adapter,Accssesories,Product Dimension,Condition Grade,HDMI Ports,DVD,Ac Adapter,Title,REF,Modèle,S.No,S/N,BATTERY,COA STICKER,Gr,Item Location,Ports/Interfaces,Length,EBAY_CATEGORY_SUGGESTION
http://www.ebay.com/itm/Gateway-M460-Laptop-1-86-GHz-512MB-60GB-Combo-15-Notebook-with-AC-Adapter/142140737403?epid=118256559&hash=item21183f877b%3Ag%3A3K4AAOSwLnBX9qr4,$70.00,"Gateway M460 Laptop - 1.86 GHz 512MB 60GB Combo - 15"" Notebook - with AC Adapter",https://i.ebayimg.com/images/g/3K4AAOSwLnBX9qr4/s-l300.jpg,Used,,512MB,Gateway,,"15""",60GB,,Notebook,1.86GHz,,,M460,M460,,,,"Intel Pentium M, Centrino",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/HP-ELITEBOOK-8470p-LAPTOP-2-6GHZ-i5-3320M-4GB-300GB-WINDOWS-10/142160486550?hash=item21196ce096%3Ag%3ALBwAAOSwUEVYD553,$149.00,HP ELITEBOOK 8470p LAPTOP 2.6GHZ i5-3320M 4GB 300GB WINDOWS 10,https://i.ebayimg.com/images/g/LBwAAOSwUEVYD553/s-l300.jpg,Used,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/NEW-HP-T610-Thin-Client-AMD-1-65GHz-2GB-RAM-THIN-PRO-H1Y41AA-ABA/142164143440?hash=item2119a4ad50%3Ag%3APPYAAOSwAPlXg8WP,$105.00,NEW HP T610 Thin Client AMD 1.65GHz 2GB RAM THIN PRO / H1Y41AA#ABA,https://i.ebayimg.com/images/g/PPYAAOSwAPlXg8WP/s-l300.jpg,New other (see details),,2GB,HP,,,,,Thin Client,1.65GHz,,,T610,T610,Not Included,,,AMD G-T56N,The item was opened only for taken photos and check equipment.,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/Apple-A1181-MacBook-2006-Laptop-for-Parts-1-GB-RAM-C2D-2-0/142186312985?hash=item211af6f519%3Ag%3AAGcAAOSw44BYMzRn,$49.99,Apple A1181 MacBook 2006 Laptop for Parts 1 GB RAM C2D 2.0,https://i.ebayimg.com/images/g/AGcAAOSw44BYMzRn/s-l300.jpg,For parts or not working,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/Apple-A1181-MacBook-2006-Laptop-for-Parts-1-GB-RAM-with-Hard-Drive-Caddy/142186313129?hash=item211af6f5a9%3Ag%3Aqm8AAOSwImRYMzRz,$49.99,Apple A1181 MacBook 2006 Laptop for Parts 1 GB RAM with Hard Drive Caddy,https://i.ebayimg.com/images/g/qm8AAOSwImRYMzRz/s-l300.jpg,For parts or not working,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/Apple-Mackbook-Laptop-C2D-2-2-GHz-1-GB-RAM-No-Hard-Drive-with-Diode-Issue/142198160682?hash=item211babbd2a%3Ag%3Ayi8AAOSwEzxYQN9Y,$49.99,Apple Mackbook Laptop C2D 2.2 GHz 1 GB RAM No Hard Drive with Diode Issue,https://i.ebayimg.com/images/g/yi8AAOSwEzxYQN9Y/s-l300.jpg,For parts or not working,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/Dell-Latitude-D620D-Laptop-Core-Duo-1-66-GHz-2-GB-RAM-for-Parts/142201427512?hash=item211bdd9638%3Ag%3AcjsAAOSwa%7EBYRMpD,$49.99,Dell Latitude D620D Laptop Core Duo 1.66 GHz 2 GB RAM for Parts,https://i.ebayimg.com/images/g/cjsAAOSwa~BYRMpD/s-l300.jpg,For parts or not working,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/Windows-XP-Pro-Dell-Latitude-D531-Dual-Core-AMD-Turion-2GB-80GB-HHD/142220232634?hash=item211cfc87ba%3Ag%3AnB0AAOSwA3dYWyzY,$399.00,Windows XP Pro Dell Latitude D531 Dual Core AMD Turion 2GB 80GB HHD,https://i.ebayimg.com/images/g/nB0AAOSwA3dYWyzY/s-l300.jpg,Seller refurbished,,2GB,Dell,HDD (Hard Disk Drive),,80GB,,Notebook/Laptop,,,Latitude,D531,,Windows XP,Professional,Gray,,used tested working Dell Latitude D531 Dual Core AMD Turion 2GB Win XP Pro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/LG/142241730772?hash=item211e4490d4%3Ai%3A142241730772,$99.99,LG,http://ir.ebaystatic.com/pictures/aw/pics/nextGenVit/imgNoImg.gif,New,,,LG,,,,,,,,,,Does Not Apply,,,,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/HP-Pavilion-dv1000-Laptop-No-Hard-Drive-As-Is-for-Parts-Repair/142246800656?hash=item211e91ed10%3Ag%3AtgYAAOSw2xRYe8Dg,$99.99,HP Pavilion dv1000 Laptop No Hard Drive As Is for Parts/Repair,https://i.ebayimg.com/images/g/tgYAAOSw2xRYe8Dg/s-l300.jpg,For parts or not working,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/Dell-Latitude-E6510-15-6-Laptop-i5-2-53GHz-4GB-RAM-250GB-HDD-DVD-Win-10-Pro-USB/142248038547?hash=item211ea4d093%3Ag%3AHugAAOSw2s1U09G5,$195.00,"Dell Latitude E6510 15.6"" Laptop i5 2.53GHz 4GB RAM 250GB HDD DVD Win 10 Pro USB",https://i.ebayimg.com/images/g/HugAAOSw2s1U09G5/s-l300.jpg,Seller refurbished,,4GB,Dell,HDD (Hard Disk Drive),"15.6""",250GB,,Notebook,2.53 GHz,Integrated/On-Board Graphics,Latitude,E6510,Does Not Apply,Windows 10,Professional,,Intel Core i5,"100% tested and cleaned. Might have some scratches and blemishes from normal use. The battery is used, but holds charge.",,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/Apple-A1181-MacBook-2006-Laptop-for-Parts-1-GB-RAM-with-Hard-Drive-Caddy/142186313129?hash=item211af6f5a9%3Ag%3Aqm8AAOSwImRYMzRz,$49.99,Apple A1181 MacBook 2006 Laptop for Parts 1 GB RAM with Hard Drive Caddy,https://i.ebayimg.com/images/g/qm8AAOSwImRYMzRz/s-l300.jpg,For parts or not working,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/Apple-Mackbook-Laptop-C2D-2-2-GHz-1-GB-RAM-No-Hard-Drive-with-Diode-Issue/142198160682?hash=item211babbd2a%3Ag%3Ayi8AAOSwEzxYQN9Y,$49.99,Apple Mackbook Laptop C2D 2.2 GHz 1 GB RAM No Hard Drive with Diode Issue,https://i.ebayimg.com/images/g/yi8AAOSwEzxYQN9Y/s-l300.jpg,For parts or not working,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/Dell-Latitude-D620D-Laptop-Core-Duo-1-66-GHz-2-GB-RAM-for-Parts/142201427512?hash=item211bdd9638%3Ag%3AcjsAAOSwa%7EBYRMpD,$49.99,Dell Latitude D620D Laptop Core Duo 1.66 GHz 2 GB RAM for Parts,https://i.ebayimg.com/images/g/cjsAAOSwa~BYRMpD/s-l300.jpg,For parts or not working,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/Windows-XP-Pro-Dell-Latitude-D531-Dual-Core-AMD-Turion-2GB-80GB-HHD/142220232634?hash=item211cfc87ba%3Ag%3AnB0AAOSwA3dYWyzY,$399.00,Windows XP Pro Dell Latitude D531 Dual Core AMD Turion 2GB 80GB HHD,https://i.ebayimg.com/images/g/nB0AAOSwA3dYWyzY/s-l300.jpg,Seller refurbished,,2GB,Dell,HDD (Hard Disk Drive),,80GB,,Notebook/Laptop,,,Latitude,D531,,Windows XP,Professional,Gray,,used tested working Dell Latitude D531 Dual Core AMD Turion 2GB Win XP Pro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/LG/142241730772?hash=item211e4490d4%3Ai%3A142241730772,$99.99,LG,http://ir.ebaystatic.com/pictures/aw/pics/nextGenVit/imgNoImg.gif,New,,,LG,,,,,,,,,,Does Not Apply,,,,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/HP-Pavilion-dv1000-Laptop-No-Hard-Drive-As-Is-for-Parts-Repair/142246800656?hash=item211e91ed10%3Ag%3AtgYAAOSw2xRYe8Dg,$99.99,HP Pavilion dv1000 Laptop No Hard Drive As Is for Parts/Repair,https://i.ebayimg.com/images/g/tgYAAOSw2xRYe8Dg/s-l300.jpg,For parts or not working,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/Dell-Latitude-E6510-15-6-Laptop-i5-2-53GHz-4GB-RAM-250GB-HDD-DVD-Win-10-Pro-USB/142248038547?hash=item211ea4d093%3Ag%3AHugAAOSw2s1U09G5,$195.00,"Dell Latitude E6510 15.6"" Laptop i5 2.53GHz 4GB RAM 250GB HDD DVD Win 10 Pro USB",https://i.ebayimg.com/images/g/HugAAOSw2s1U09G5/s-l300.jpg,Seller refurbished,,4GB,Dell,HDD (Hard Disk Drive),"15.6""",250GB,,Notebook,2.53 GHz,Integrated/On-Board Graphics,Latitude,E6510,Does Not Apply,Windows 10,Professional,,Intel Core i5,"100% tested and cleaned. Might have some scratches and blemishes from normal use. The battery is used, but holds charge.",,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/Acer-Travelmate-3260-ZR1-Laptop-As-is-for-parts-repair/142250665063?hash=item211ecce467%3Ag%3AIt8AAOSwd7xZucCi,$34.99,Acer Travelmate 3260 ZR1 Laptop As-is for parts/repair,https://i.ebayimg.com/images/g/It8AAOSwd7xZucCi/s-l300.jpg,Used,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/LENOVO-THINKPAD-L440-I3-4000-M8GB-14-DVDRW-W10-WIFI/142252408711?hash=item211ee77f87%3Ag%3Amk8AAOSwnHZYgmmL,$319.00,"LENOVO THINKPAD L440 I3-4000 M8GB 14""  DVDRW W10 WIFI",https://i.ebayimg.com/images/g/mk8AAOSwnHZYgmmL/s-l300.jpg,Used,,8GB,Lenovo,HDD (Hard Disk Drive),14in.,,,Notebook/Laptop,2.40GHz,,ThinkPad,L440,,Windows 10,Professional,Black,Intel Core i3 4th Gen.,"LENOVO THINKPAD L440 I3-4000 M8GB 14""  DVDRW W10 WIFIComes With Windows 8.1 pro .In A great Condition Comes With AC Adapter ,The Pictures For The Actual Item (see them)",,"USB 2.0, USB 3.0",,Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/NEW-Lenovo-Flex-3-80LY0008US-11-6-Laptop-N3050-1-60GHz-4GB-500GB/142256173076?hash=item211f20f014%3Ag%3AGwoAAOSw4DJYgdfy,$269.00,"NEW Lenovo Flex 3 80LY0008US 11.6"" Laptop N3050 1.60GHz 4GB 500GB",https://i.ebayimg.com/images/g/GwoAAOSw4DJYgdfy/s-l300.jpg,New,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/HP-Elitebook-8560p-15-Laptop-i5-2520M-2-5GHz-8GB-RAM-320GB-HDD-Win-7-Pro-WiFi/142256675263?epid=127126731&hash=item211f2899bf%3Ag%3A5gwAAOSwNnRYh4D7,$285.00,"HP Elitebook 8560p 15"" Laptop i5-2520M 2.5GHz 8GB RAM 320GB HDD Win 7 Pro WiFi",https://i.ebayimg.com/images/g/5gwAAOSwNnRYh4D7/s-l300.jpg,Seller refurbished,,8GB,HP,HDD (Hard Disk Drive),"15""",320GB,,Notebook,2.5GHz,Integrated/On-Board Graphics,EliteBook,8560p,XU062UT#ABA,Windows 7,Professional,,Intel Core i5,"100% tested and cleaned. Might have some scratches and blemishes from normal use. The battery is used, but holds charge.",Built-in Webcam,"Display Port, COM Port, USB 2.0",,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/HP-Elitebook-8570p-15-Laptop-i5-3340M-2-7GHz-4GB-RAM-320GB-HDD-Win-8-Pro-WiFi/142256702004?epid=0&hash=item211f290234%3Ag%3A6akAAOSwUKxYh4m0,$265.00,"HP Elitebook 8570p 15"" Laptop i5-3340M 2.7GHz 4GB RAM 320GB HDD Win 8 Pro WiFi",https://i.ebayimg.com/images/g/6akAAOSwUKxYh4m0/s-l300.jpg,Seller refurbished,,4GB,HP,HDD (Hard Disk Drive),"15""",320GB,,Notebook,2.7GHz,Integrated/On-Board Graphics,EliteBook,8570p,E1Y28UT#ABA,Windows 8,Professional,,Intel Core i5,"100% tested and cleaned. Might have some scratches and blemishes from normal use. The battery is used, but holds charge.",Built-in Webcam,"Display Port, COM Port, USB 2.0",,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/HP-PROBOOK-6540B-CORE-i5-m540-2-53GHZ-2GB-160GB-Windows-7-pro/142265285753?hash=item211fabfc79%3Ag%3AQDUAAOSwo4pYkoF3,$122.30,HP PROBOOK 6540B CORE i5 m540@2.53GHZ 2GB 160GB Windows 7 pro,https://i.ebayimg.com/images/g/QDUAAOSwo4pYkoF3/s-l300.jpg,Used,,2GB,HP,HDD (Hard Disk Drive),14.1n.,160GB,,Laptop,2.53GHz,Integrated/On-Board Graphics,ProBook,6540b,,Windows 7 PRO,Professional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/EarthWalk-Durabook-S15s-15-6-Dual-core-2-00GHz-300-GB-HDD-2GB-ram-Win-10-pro/142274561200?hash=item21203984b0%3Ag%3AuIAAAOSwBLlVaLGi,$95.66,"EarthWalk Durabook S15s 15.6""/Dual-core/ 2.00GHz/ 300 GB HDD/ 2GB ram/Win 10 pro",https://i.ebayimg.com/images/g/uIAAAOSwBLlVaLGi/s-l300.jpg,Seller refurbished,,2GB,Gammatech,,"15.6""",300GB,,Notebook,2.00Ghz,Integrated/On-Board Graphics,EarthWalk,s15s,,Windows 10,Professional,,Dual-core,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
