,ItemLink,Price,Name,Image,Condition,Seller Notes,MPN,UPC,Type,Processor Speed,Brand,Memory,Model,Hard Drive Capacity,Product Line,Graphics Processing Type,Operating System Edition,Storage Type,Operating System,Color,Screen Size,Hardware Connectivity,Processor Type,Optical Drive,Bluetooth,HDMI,Height,Input Voltage,Depth,Keyboard Localization,Display Screen Type,Manufacturer,Ethernet Technology,Flash Memory Capacity,Network (RJ-45),Front Camera/Webcam,Number of Batteries,Front Camera/Webcam Resolution,Number of Cells,Graphics Controller Manufacturer,Number of USB 3.0 Ports,Graphics Controller Model,Graphics Memory Accessibility,Graphics Memory Technology,Country of Origin,Display Screen Technology,Memory Technology,Energy Star,Environmental Certification,Number of USB 3.1 Ports,Environmentally Friendly,Operating System Architecture,Operating System Platform,Maximum Battery Run Time,DisplayPort,Finger Print Reader,Graphics Memory Capacity,Focus Modes,Cellular Data Connectivity Technology,Cellular Generation,Internet Connectivity,Resolution,RAM,Storage Capacity,Additional Ports,Optical Drive Type,Bit Rate,Primary Graphics Card,Keyboard Language,USB Ports,Wifi,Features,Country/Region of Manufacture,Release Year,SSD Capacity,Bundle Listing,Near Field Communication,Touch Screen,CD/DVD Drive,Processor Core,Processor Manufacturer,Processor Model,Original Charger,3G Sim Card slot,BlueTooth,WWAN Compatible,Integrated Webcam,Display Adapters,Screen Resolution,On-Site Warranry,Manufacturer warranty,EAN,ISBN,Item Condition,Storage capacity,Keyboard Type,Touch Screen Function,WWAN,WiFi,Serial Number,Manufacturer Warranty,OS Installed,Wireless Card,Mpn,Marque,Additional Features,Recovery Partition,SKU,Product Type,Total Number of USB Ports,Processor Generation,Standard Memory,Solid State Drive Capacity,Product Family,Wireless LAN,Weight (Approximate),Product Series,Brand Name,caractéristiques,Numéro de pièce fabricant,Colour,Memory (RAM),Laptop Size,Supplémentaires caractéristiques,Dimension disque dur,Modèle processeur,Dimensions de l'écran,Mémoire (RAM),Marque processeur,Garantie,Fonctionnalité Additionelle,Neuf/Usagé,Conditions,Vitesse du processeur,Lecteur et/ou graveur,RAM Technology,CPU,Display resolution,Hard Drive 1,RAM Capacity,OS,RAM 6GB,Core,Screen resolution,Screen size,CPU Series,Single camera,Graphics Card Frequency,Graphics Chipset,WIFI 802.11b/g/n/ac,Hard Disk Memory,Form Factor,Battery Chemistry,Battery Capacity,Flash Memory,Maximum Power Supply Wattage,Backlight Technology,Number of Battery Cells,Primary Drive,Processor Configuration,Caractéristiques Additionelle,Series,Lenovo charger included,3G Sim Card Slot,WWAN compatible,Microsoft Office 2013 Pro,ISKU,Country of Manufacture,Warranty,Graphics Card,Mini DisplayPort,Hard Drive Caddy,AC Adapter,Battery,Hard Drive,RAM memory,Processor,Character,Size,Recommended Ages,Graphics Type,OS DOS,RAM 4GB,Screen type,Battery Type,CPU Intel Celeron J1900,Standby time,Display Ratio,Bandwidth,Support standard,Frequency,Mémoire RAM,Taille de l'écran,Capacité de stockage,Type de processeur,Système d'exploitation,Fast Fulfillment,Stock ID,Memory Card Supported,Aspect Ratio,Memory Card Reader,Technology,RF connector,DUAL-510 input I/F,battey,Media Drive,Hybrid Hard Drive Capacity,Size Type,Graphic Card,Wireless,Warranty - Parts,Warranty - Labor,Product Model,Flash,Gateway Tablet PC,Graphic Processor,Memory RAM,Charger,Screen Resolutions,Wireless Type,Average Battery Life (in hours),Item Weight,Processor Count,Flash Memory Size,Graphics Coprocessor,Card Description,Touchscreen,Storage Caopacity,Controller Platform,WWAN Supported,Wireless LAN Standard,
845,http://www.ebay.com/itm/HP-EliteBook-8470P-Laptop-i5-3320M-16GB-320GB-Win-7-Pro-3-Yr-Wty-A-v-ABW/192245284183?hash=item2cc2b63d57%3Ag%3AekQAAOSwIhxZZrRC,$344.99,HP EliteBook 8470P Laptop  i5-3320M 16GB 320GB Win 7 Pro 3 Yr Wty A v.ABW,https://i.ebayimg.com/images/g/ekQAAOSwIhxZZrRC/s-l300.jpg,Seller refurbished,,,,,,,,,8470P,,,,Does not apply,"""Professionally Reconditioned with 1 Year Laptop and 90 Day Battery Warranty - All our laptops go through intensive testing by Certified Technicians and professional software.  They may have minor cosmetic scratches or scuffs on the bezel or casings, but overall in excellent cosmetic condition including the screen which is free from bruising, dead pixels or scratches. We guarantee at least 1 hour of battery life with normal use.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846,http://www.ebay.com/itm/Dell-XPS-13-9360-QHD-TOUCH-i7-7560U-8GB-256GB-NVME-IRIS-640-WIN-10-Pro/162700044466?hash=item25e1ada8b2%3Ag%3AqO0AAOSwnllZlhX9,$1,199.77,Dell XPS 13 9360 QHD+ TOUCH i7-7560U 8GB 256GB NVME IRIS 640 WIN 10 Pro,https://i.ebayimg.com/images/g/qO0AAOSwnllZlhX9/s-l300.jpg,Manufacturer refurbished,Ultrabook,13.3in.,Dell,Intel Core i7 7560 with Iris 640,XPS 13,,9360 2017 Release,Integrated/On-Board Graphics,Does Not Apply,8GB,Windows 10,,,This is a factory-remanufactured unit carrying the original factory warranty. What is factory remanufactured? This term is used to describe an item that has been repaired or restored back to factory specification and proper operating condition, by the manufacturer. Most of these units were returned to the original manufacture because the wrong product was ordered, sent to the wrong address, or the customer changed their minds. The manufacture back the quality of these products 100%. They come with the same accessories and warranty as if they were brand new. Most units are free from cosmetic blemishes, but some may have minor scratches or other imperfections in their appearance.,,SSD (Solid State Drive),Professional,,,,,,,,,Silver,,,,,,,,,Yes,,,,,,,,,,,2017,,,,,,,,,,,,,,,,,,,,,,,,Backlit Keyboard, Built-in Webcam, Touchscreen,,256GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847,http://www.ebay.com/itm/Dell-Latitude-E6420-14-i5-dual-core-2520M-2-50GHz-320GB-4GB/142471332797?hash=item212bf403bd%3Ag%3ALRcAAOSwYbhZwoPT,$139.99,"Dell Latitude E6420 14"" i5 dual core 2520M 2.50GHz 320GB 4GB",https://i.ebayimg.com/images/g/LRcAAOSwYbhZwoPT/s-l300.jpg,Used,Notebook/Laptop,14in.,Dell,Intel Core i5 2nd Gen.,Latitude,2.50GHz,E6420,,E6420,4GB,Not Included,320GB,Does not apply,Good Overall Condition with very minor signs of use. Normal light scratching from use and movement may be present on the outside cover of the laptop otherwise there are no significant cosmetic defects. All corners are in good shape with no damage. Screen has been deemed fully functional and shows no signs of lighting issues, scratching or damage. Keyboard and trackpad are clean and may have very minor signs of wear from normal use that do not effect the function of the laptop. These units are considered to be in very good condition for a used laptop. There is no Operating System downloaded on this unit. The pictures taken are of one of the units in house and are meant to represent the condition of all units available.,,HDD (Hard Disk Drive),Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848,http://www.ebay.com/itm/Asus-2-in-1-15-6-1080P-FHD-Premium-TouchScreen-Laptop-Latest-Intel-Core/152691747576?epid=2224764205&hash=item238d232af8%3Ag%3AEL8AAOSwLGtZroNQ,$823.75,Asus 2 in 1 15.6 1080P FHD Premium TouchScreen Laptop, Latest Intel Core,https://i.ebayimg.com/images/g/EL8AAOSwLGtZroNQ/s-l300.jpg,New,,,Asus,,,,R518U,,R518U,,,,610515348704,,,,,,,,,,610515348704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Regular,,,,,,,,,,,Latest Intel Core,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849,http://www.ebay.com/itm/BEST-Price-Laptop-Dell-E5440-14-1-i5-4300U-4GB-250G-Windows-7-Webcam-GT-720M/142503419719?epid=1980756081&hash=item212ddd9f47%3Ag%3AqeQAAOSwcp1Zj2bt,$221.96,"BEST Price Laptop Dell E5440 14.1"" i5-4300U 4GB 250G Windows 7 Webcam GT 720M",https://i.ebayimg.com/images/g/qeQAAOSwcp1Zj2bt/s-l300.jpg,Seller refurbished,Laptop,14.1'',Dell,Intel Core i5 4th Gen.,Latitude,1.90GHz,E5440,Hybrid Graphics,E5440,4GB,Windows 7,250GB,,This laptop is an Excellent ex-business machine fully working and tested by qualified engineers.Great for students,start-up businesses,office or home use.  UK Mains Charger Adapter and Battery included.Please read the description and take a look at the pictures for more details.,,HDD (Hard Disk Drive),Professional,HDMI,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grey,Other: see item description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850,http://www.ebay.com/itm/Samsung-XE500C12-K01US-11-6-Chromebook-2-Intel-Celeron-2GB-Memory-16GB-F/282102136449?epid=219701133&hash=item41ae98fe81%3Ag%3AopAAAOSwbsBXiOAo,$448.00,"Samsung XE500C12-K01US 11.6"" Chromebook 2 - Intel Celeron - 2GB Memory - 16GB F",https://i.ebayimg.com/images/g/opAAAOSwbsBXiOAo/s-l300.jpg,New,,,Samsung,,,,,,Does Not Apply,,,,887276039022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851,http://www.ebay.com/itm/Packard-Bell-KBYF0-EasyNote-LJ61-Speaker-Rhs-Left/282654178270?hash=item41cf807bde%3Ag%3AgY0AAOSwJVxZdyAk,$17.26,Packard Bell KBYF0 EasyNote LJ61 Speaker Rhs + Left,https://i.ebayimg.com/images/g/gY0AAOSwJVxZdyAk/s-l300.jpg,Used,KBYF0,,Packard Bell,,,,,,Does Not Apply,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852,http://www.ebay.com/itm/NEW-Asus-UX301LA-DH51T-13-3-Touch-SCRN-Ultrabook-i5-1-6GHz-4GB-256-SSD-WS-8-1/201210581857?hash=item2ed915d361%3Ag%3A1tkAAOxy3NBSlWlj,$2,159.95,"NEW Asus UX301LA-DH51T 13.3"" Touch-SCRN Ultrabook i5 1.6GHz 4GB 256 SSD WS 8.1",https://i.ebayimg.com/images/g/1tkAAOxy3NBSlWlj/s-l300.jpg,New,Ultrabook,"13.3""",ASUS,Intel Core i5-4200U 4th Gen.,ZenBook,1.60GHz/ 2.60GHz Turbo Boost,UX301LA-DH51T,Hybrid Graphics,UX301LA-DH51T,8GB,Windows 8.1,256GB,889894143907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853,http://www.ebay.com/itm/Acer-ChromeBook-14-CP5-471-35T4-Core-i3-6100U-4GB-32GB-Black-NX-GE8AA-002/282248383700?hash=item41b7508cd4%3Ag%3A-fEAAOSwKOJYIYcm,$516.99,Acer ChromeBook 14/CP5-471-35T4/Core i3-6100U/4GB/32GB/Black/NX.GE8AA.002,https://i.ebayimg.com/images/g/-fEAAOSwKOJYIYcm/s-l300.jpg,New,,,Acer,,,,,,NX.GE8AA.002,,,,Does Not Apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,http://www.ebay.com/itm/NEW-HP-Pavilion-15-E020US-15-6-Entertainment-Laptop-Intel-i3-2-4GHz-8GB-750GB/190868169821?epid=175295640&hash=item2c70a1245d%3Ag%3AnCcAAMXQb29R3NKQ,$739.95,"NEW HP Pavilion 15-E020US 15.6"" Entertainment Laptop Intel i3 2.4GHz 8GB 750GB",https://i.ebayimg.com/images/g/nCcAAMXQb29R3NKQ/s-l300.jpg,New,Notebook/Laptop,15.6in.,HP,Intel Core i3 3rd Gen.,Pavilion,2.40GHz,15-E010US,Integrated/On-Board Graphics,E0M61UA#ABA,4GB,Windows 8,750GB,887758633403,,,,Home Premium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855,http://www.ebay.com/itm/NEW-HP-Stream-13-c004dx-13-3-Touch-SCRN-Laptop-Celeron-2-58GHz-2GB-32GB-SSD/201296925371?hash=item2ede3b52bb%3Ag%3AjCEAAOSwPYZU8NFA,$431.56,NEW HP Stream 13-c004dx 13.3'' Touch-SCRN Laptop Celeron 2.58GHz 2GB 32GB SSD,https://i.ebayimg.com/images/g/jCEAAOSwPYZU8NFA/s-l300.jpg,New,Notebook/Laptop,13.3in.,HP,Intel Celeron,Stream,,13-c004dx,,13-c004dx,2GB,,2GB,Does not apply,,,32GB SSD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
856,http://www.ebay.com/itm/Notebook-12-5-Inch-Windows-10-7th-Intel-Core-m3-7Y30-4GB-RAM-256GB-SSD-Laptop/292216248584?hash=item4409721908%3Ag%3AZ9kAAOSw1aFZkzVD,$808.68,Notebook 12.5 Inch Windows 10 7th Intel Core m3-7Y30 4GB RAM 256GB SSD Laptop,https://i.ebayimg.com/images/g/Z9kAAOSw1aFZkzVD/s-l300.jpg,New,,,Unbranded/Generic,,,,,,Does Not Apply,,,,Does not APPLY,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,http://www.ebay.com/itm/NEW-Dell-i3567-5820BLK-Inspiron-15-3567-Notebook-i5-7200U-15-6-in-8GB-1TB-HD/152710994219?hash=item238e48d92b%3Ag%3AqVEAAOSwfrxZwo9A,$661.98,NEW Dell i3567-5820BLK Inspiron 15-3567 Notebook i5-7200U 15.6-in 8GB 1TB HD,https://i.ebayimg.com/images/g/qVEAAOSwfrxZwo9A/s-l300.jpg,New,,15.6-in,Dell Commercial,Core i5,Inspiron,2.50 GHz,,,i3567-5820BLK,,Windows 10 Pro,1TB,884116260820,,,,,,,,,,884116260820,,,Black,8GB,I35675820BLK,HD Graphics 620,Notebook,Yes,i5-7200U,Yes,Intel,,Dual-core (2 Core),,,,1366 x 768,,,,,,,,15 3000,Dell,,,,,,,,,,,,,,,4-cell,,DVD-Writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858,http://www.ebay.com/itm/HP-Pavilion-17-x061nr-17-3-Laptop-Intel-i3-2-00GHz-8GB-1TB-WS-10/172615878834?epid=1884500855&hash=item2830b548b2%3Ag%3AfkUAAOSwzaJX9Rjv,$749.95,"HP Pavilion 17-x061nr  17.3"" Laptop Intel i3 2.00GHz 8GB 1TB WS 10",https://i.ebayimg.com/images/g/fkUAAOSwzaJX9Rjv/s-l300.jpg,New,Notebook/ Laptop,"17.3""",HP,Intel Core i3 6th Gen.,Pavilion,2.00 GHz/ 2.90GHz Accelerated Processor,17-x061nr,Integrated/On-Board Graphics,W2M99UA#ABA,8GB,Windows 10,1TB,Does not apply,,,HDD (Hard Disk Drive),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859,http://www.ebay.com/itm/MAGELLAN-GSC-100-SATELLITE-SMS-MESSENGER-GPS/331943329369?hash=item4d495d3e59%3Ag%3AjxkAAOSwMtxXtCqc,$60.00,MAGELLAN GSC 100 SATELLITE SMS MESSENGER GPS ,https://i.ebayimg.com/images/g/jxkAAOSwMtxXtCqc/s-l300.jpg,Used,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860,http://www.ebay.com/itm/HP-G71-329WM-17-3-Intel-Celeron-2-2GHz-4-GB-RAM-320-Gb-HDD-Win-10/253165345864?hash=item3af1d49c48%3Ag%3Aib8AAOSwxflZwsUo,$99.99,"HP G71-329WM 17.3"" Intel Celeron 2.2GHz 4 GB RAM 320 Gb HDD , Win 10 ",https://i.ebayimg.com/images/g/ib8AAOSwxflZwsUo/s-l300.jpg,Seller refurbished,Notebook/Laptop,17.3in.,HP,Intel Celeron,,2.20GHz,G71-329WM,Integrated/On-Board Graphics,,4GB,Windows 10,,,,,,,HDMI, USB 2.0,,,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Built-in Webcam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861,http://www.ebay.com/itm/Onda-Xiaoma-31-Notebook-13-3-Windows10-4GB-64GB-eMMC-Fingerprint-HDMI-Dual-WiFi/282670179461?hash=item41d074a485%3Ag%3AXDwAAOSwak5ZylvJ,$369.66,"Onda Xiaoma 31 Notebook 13.3"" Windows10 4GB+64GB eMMC Fingerprint HDMI Dual WiFi",https://i.ebayimg.com/images/g/XDwAAOSwak5ZylvJ/s-l300.jpg,New,,13.3,Onda,,,1.10GHz,Xiaoma 31,,Does Not Apply,,Windows 10,,Does not apply,,,,,HDMI, USB 3.0,,,,,,,,Champagne Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,http://www.ebay.com/itm/NEW-Lenovo-Yoga-3-11-80J80021US-11-6-Touch-SCRN-Laptop-M-5Y71-2-9GHZ-8GB-256GB/190910342267?hash=item2c7324a47b%3Ag%3A3y0AAOxy-W9SP55g,$1,201.8,"NEW Lenovo Yoga 3 11-80J80021US 11.6"" Touch-SCRN Laptop M-5Y71 2.9GHZ 8GB 256GB ",https://i.ebayimg.com/images/g/3y0AAOxy-W9SP55g/s-l300.jpg,New,Netbook,11.6in.,Lenovo,Intel Core M-5Y71,IdeaPad,1.3GHz,80J80021US,Integrated/On-Board Graphics,26962BU,2GB,Windows 7,32GB,887263609818,,,,,,,,,,,,,Gray,,,,,,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863,http://www.ebay.com/itm/NEW-Dell-Inspiron-i7537T-1122sLV-15-6-Touch-SCRN-Laptop-i5-2-60GHz-10GB-1TB/191576480538?hash=item2c9ad91b1a%3Ag%3AjN8AAOxyYTRSWt%7Ej,$1,132.95,"NEW Dell Inspiron  i7537T-1122sLV 15.6"" Touch-SCRN Laptop i5 2.60GHz 10GB 1TB",https://i.ebayimg.com/images/g/jN8AAOxyYTRSWt~j/s-l300.jpg,New,Notebook/ Laptop,"15.6""",Dell,Intel Core i5-4210U 4th Gen.,Inspiron,1.70 GHz/ 2.70GHz Turbo Boost Tech.,i7537T-1122sLV,Integrated/On-Board Graphics,i7537T-1122sLV,10GB,Windows 8.1,1 TB,884116145158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
864,http://www.ebay.com/itm/NEW-DELL-Inspiron-I5558-5003BLK-15-6-Laptop-i7-5500U-3-0GHz-12GB-1TB-WS-10/201460585301?epid=219531919&hash=item2ee7fc9355%3Ag%3At8gAAOSw14xWOB6%7E,$1,169.95,"NEW DELL Inspiron I5558-5003BLK 15.6"" Laptop i7-5500U 3.0GHz 12GB 1TB WS 10",https://i.ebayimg.com/images/g/t8gAAOSw14xWOB6~/s-l300.jpg,New,Notebook/ Laptop Touch-Screen,"15.6""",Dell,Intel Core i7-5500U 5th Gen.,Inspiron,2.00 GHz/ 3.10 GHz Turbo Boost Tech.,I5558-5003BLK,4GB AMD Radeon R7 M270,I5558-5003BLK,12 GB Upgrade,Windows 10,1 TB,884116203797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865,http://www.ebay.com/itm/NEW-Lenovo-20H8000DUS-ThinkPad-E575-Notebook-A10-9600P-15-6-in-8GB-500GB-Radeon/152722327929?hash=item238ef5c979%3Ag%3AeLYAAOSwqfpZzmNl,$701.98,NEW Lenovo 20H8000DUS ThinkPad E575 Notebook A10-9600P 15.6-in 8GB 500GB Radeon,https://i.ebayimg.com/images/g/eLYAAOSwqfpZzmNl/s-l300.jpg,New,,15.6-in,Lenovo,A-Series,,,,,20H8000DUS,,Windows 10 Pro,500GB,190940149409,,,,,,,,,,190940149409,,,Black,8GB,20H8000DUS,Radeon R5 M430,Notebook,Yes,A10-9600P,Yes,AMD,No,Dual-core (2 Core),AMD,Yes,Up to 2 GB,1920 x 1080,DDR3 SDRAM,,,,,,,,,,,,,,,,,,,,,,,,,DVD-Writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,http://www.ebay.com/itm/CybertronPC-TNB2194A-Titan-17-3-Laptop-Intel-Core-i7-32GB-Memory-1TB-Har/282102133795?hash=item41ae98f423%3Ag%3AoScAAOSw-W5UzgVk,$3,248.99,"CybertronPC TNB2194A Titan 17.3"" Laptop - Intel Core i7 - 32GB Memory - 1TB Har",https://i.ebayimg.com/images/g/oScAAOSw-W5UzgVk/s-l300.jpg,New,,,CybertronPC,,,,,,Does Not Apply,,,,844750021270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
