,ItemLink,Price,Name,Image,Condition,Model,UPC,Brand,EAN,MPN,Type,Product Line,Operating System,Screen Size,Operating System Edition,Processor Speed,Processor Type,Graphics Processing Type,Memory,Storage Type,Color,Features,Hard Drive Capacity,Seller Notes,Memory (RAM),Primary Drive,Processor Configuration,Storage,Hardware Connectivity,Optical Drive,SSD Capacity,Accessories,Release Year,Resolution,RAM,Display Technology,Monitor Screen Size,Weight,Dimensions,Recovery Tool,AirPort Extreme wireless LAN (802.11a/b/g/n),Bluetooth,Product Family,Webcam / Mic,GPU/Video Card,Manufacturer warranty,Bundle Listing,Country/Region of Manufacture,OS notice,Solid State,Backlit Keyboard,Graphics,WiFi Wireless,Battery AC Adapter,Condition Note,Condition Description,Shell Condition,Hard Drive CD DVD,weight,OS,Performance,Item Condition,Storage capacity,Touch Screen Function,Serial Number,Country of Manufacture,Charger Included,ProcessorType&Speed,ItemIncluded1,Notes3,R2 Condition,Memory RAM,Manufacturer,Processor,Warranty - Parts,Warranty - Labor,Manufacturer Warranty,HDD Caddy,Battery,CPU Model,Storage Expansion,SSD,Screen Resolution,Marque,Numéro de pièce fabricant,REF,Modèle,Country Of Manufacture,Release Date_Display,Title,location,ID,Outlets,Processor Model,Unit of Measure,Product Type,Maximum Memory,Processor Supported,Brand Name,Graphics Memory Accessibility,DisplayPort,Connectivity,ScreenSize,Keyboard Type,WWAN,WiFi,CF-30 / CF 31 CADDY GENUINE,Contract,Compatible Brand,DVDRW,Items Included,COLOR,Touchscreen,SKU,sku,DELL LATITUDE,Hard Drive,Processor Manufacturer,Product Model,Solid State Drive,Manufacturer Part Number,ISBN,Number of Cells,Weight (Approximate),Product Series,Standard Memory,Solid State Drive Capacity,Graphics Controller Model,HDMI,Hard Drive Type,Bundled Items,Graphics Card,OperatingSystem,Binding,ProductGroup,HardwarePlatform,Charger,Size,Style,Capacity
103,http://www.ebay.com/itm/LG-electronic-GRAM-series-15Z970-GA7HK-Laptop-Win10-OS-8GB-RAM-1920x1080/162392017444?hash=item25cf518a24%3Ag%3Apu4AAOSwx6pYnvfV,"$2,077.84",LG electronic GRAM series 15Z970-GA7HK Laptop / Win10 OS / 8GB RAM / 1920x1080 /,https://i.ebayimg.com/images/g/pu4AAOSwx6pYnvfV/s-l500.jpg,New,,Does not apply,none,,Does Not Apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,http://www.ebay.com/itm/SAMSUNG-Notebook-9-Always-NT900X3N-K59S-i5-7200U-13-3inch-1920x1080-8GB/162401980039?hash=item25cfe98e87%3Ag%3ATJkAAOSwtfhYqjSv,"$1,570.65",SAMSUNG Notebook 9 Always NT900X3N-K59S / i5-7200U / 13.3inch / 1920x1080 / 8GB ,https://i.ebayimg.com/images/g/TJkAAOSwtfhYqjSv/s-l500.jpg,New,,Does not apply,none,,Does Not Apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,http://www.ebay.com/itm/ACER-E5-575-INDIGO-15-6-inch-Laptop-White-color-Not-include-OS-i3-7100U-4G/162411586094?hash=item25d07c222e%3Ag%3AqQUAAOSwhQhY217D,$565.10,ACER E5-575 INDIGO 15.6 inch Laptop White color / Not include OS / i3-7100U / 4G,https://i.ebayimg.com/images/g/qQUAAOSwhQhY217D/s-l500.jpg,New,,Does not apply,none,,Does Not Apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,http://www.ebay.com/itm/ACER-VX5-591G-OCTAGON-15-6-inch-Laptop-Black-color-Not-include-OS-i7-7700HQ/162411586309?hash=item25d07c2305%3Ag%3AlvoAAOSwx6pYs%7Evv,"$1,197.28",ACER VX5-591G OCTAGON 15.6 inch Laptop Black color / Not include OS / i7-7700HQ ,https://i.ebayimg.com/images/g/lvoAAOSwx6pYs~vv/s-l500.jpg,New,,Does not apply,none,,Does Not Apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,http://www.ebay.com/itm/SAMSUNG-NT900X5Y-KD5W-15-inch-Laptop-White-color-Not-include-OS-i5-7200U-8/162411590282?hash=item25d07c328a%3Ag%3ABE0AAOSwfVpYs%7E0q,"$1,378.21",SAMSUNG NT900X5Y-KD5W 15 inch Laptop White color / Not include OS / i5-7200U / 8,https://i.ebayimg.com/images/g/BE0AAOSwfVpYs~0q/s-l500.jpg,New,,Does not apply,none,,Does Not Apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,http://www.ebay.com/itm/Lenovo-510s-i5-kaby-13-3inch-laptop-White-color-None-OS-i5-7200u-SSD-256G/162420552001?hash=item25d104f141%3Ag%3AItwAAOSwax5YvR6Y,$747.26,Lenovo 510s-i5 kaby 13.3inch laptop White color / None OS / i5-7200u / SSD 256G ,https://i.ebayimg.com/images/g/ItwAAOSwax5YvR6Y/s-l500.jpg,New,,Does not apply,none,,Does Not Apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,http://www.ebay.com/itm/Lenovo-510s-i5-WINE-13-3inch-laptop-Red-color-None-OS-i5-6300u-4G-RAM-SS/162420552014?hash=item25d104f14e%3Ag%3AuwQAAOSwfVpYvRwM,$733.59,Lenovo 510s-i5 WINE 13.3inch laptop Red color / None OS / i5-6300u / 4G RAM / SS,https://i.ebayimg.com/images/g/uwQAAOSwfVpYvRwM/s-l500.jpg,New,,Does not apply,none,,Does Not Apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,http://www.ebay.com/itm/Lenovo-510s-i7-WINE-13-3inch-laptop-White-color-None-OS-i7-6500u-8G-RAM/162420552059?hash=item25d104f17b%3Ag%3AXkcAAOSwTuJYvRwS,$910.45,Lenovo 510s-i7 WINE 13.3inch laptop White color / None OS / i7-6500u / 8G RAM / ,https://i.ebayimg.com/images/g/XkcAAOSwTuJYvRwS/s-l500.jpg,New,,Does not apply,none,,Does Not Apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,http://www.ebay.com/itm/Lenovo-700-i5-the-best-15-6inch-laptop-Black-color-with-Win10-i5-6300HQ-GTX9/162420552113?hash=item25d104f1b1%3Ag%3AzdsAAOSwol5YvRwa,$921.55,Lenovo 700-i5 the best 15.6inch laptop Black color with Win10 / i5-6300HQ / GTX9,https://i.ebayimg.com/images/g/zdsAAOSwol5YvRwa/s-l500.jpg,New,,Does not apply,none,,Does Not Apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,http://www.ebay.com/itm/Lenovo-700-i7-Quad-15-6inch-laptop-Black-color-None-OS-i7-6700HQ-GTX950M/162420552176?hash=item25d104f1f0%3Ag%3AOz4AAOSw4A5YvRwd,$953.14,Lenovo 700-i7 Quad 15.6inch laptop Black color / None OS / i7-6700HQ / GTX950M /,https://i.ebayimg.com/images/g/Oz4AAOSw4A5YvRwd/s-l500.jpg,New,,Does not apply,none,,Does Not Apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,http://www.ebay.com/itm/Lenovo-Y700-Meka-15-6inch-laptop-Black-color-None-OS-i5-6300HQ-GTX960M-1/162420552247?hash=item25d104f237%3Ag%3AR5EAAOSwXYtYvRwn,$868.91,Lenovo Y700 Meka 15.6inch laptop Black color / None OS / i5-6300HQ / GTX960M / 1,https://i.ebayimg.com/images/g/R5EAAOSwXYtYvRwn/s-l500.jpg,New,,Does not apply,none,,Does Not Apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,http://www.ebay.com/itm/Lenovo-YOGA-BOOK-A-10-1inch-Notebook-with-Android-6-0-X5-Z8550-RAM-4G-eMMC/162420552326?hash=item25d104f286%3Ag%3AP8AAAOSw32lYvRww,$618.35,Lenovo YOGA BOOK A 10.1inch Notebook with Android 6.0 / X5-Z8550 / RAM 4G / eMMC,https://i.ebayimg.com/images/g/P8AAAOSw32lYvRww/s-l500.jpg,New,,Does not apply,none,,Does Not Apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,http://www.ebay.com/itm/LG-GRAM-15ZD970-GX30K-Laptop-FREE-DOS-Core-i3-7-i3-7100U-Slim-Bezel-Ultr/162447404360?hash=item25d29ead48%3Ag%3AGRcAAOSwDKtY2c2O,"$1,370.14",LG GRAM 15ZD970-GX30K Laptop FREE DOS / Core i3-7 / i3-7100U / Slim Bezel / Ultr,https://i.ebayimg.com/images/g/GRcAAOSwDKtY2c2O/s-l500.jpg,New,,Does not apply,none,,Does Not Apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,http://www.ebay.com/itm/Sale-Acer-Aspire-AXC-105-W-WLAN-AMD-Dure-Core-E1-2500B-2GB-ss1TB-ss-Rade/162488457486?hash=item25d511190e%3Ag%3AnNIAAOSwuspY%7Eab5,$257.92,[Sale] Acer Aspire AXC-105_W(WLAN) AMD Dure Core E1-2500B / 2GB / ¡ß1TB¡ß / Rade,https://i.ebayimg.com/images/g/nNIAAOSwuspY~ab5/s-l500.jpg,New,,Does not apply,none,,Does Not Apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,http://www.ebay.com/itm/HP-Pavilion-DV6500-15-4-Laptop-For-Parts/162528498938?hash=item25d77414fa%3Ag%3Ajc0AAOSwcB5ZJr5r,$19.99,"HP Pavilion DV6500 15.4"" Laptop *For Parts*",https://i.ebayimg.com/images/g/jc0AAOSwcB5ZJr5r/s-l500.jpg,For parts or not working,DV6500,Does not apply,HP,,Does Not Apply,Notebook/Laptop,Pavilion,,15.4in.,,,Not Included,,Not Included,,,,,"This laptop has scuffs/scratches from use but overall is in good shape but will NOT power on. Note that this does NOT include hard drive, hard drive caddy, hard drive adapter, memory or AC adapter. Battery is included but the length/quality of charge is not guaranteed. Item is in good physical condition as pictured. Some minor wear and tear is expected on a used item. Please refer to the pictures for more details.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,http://www.ebay.com/itm/LG-15U470-GA55K-Laptop-Super-Light-Weight-Ultrabooks-15U470-Series/162535758224?hash=item25d7e2d990%3Ag%3AatMAAOSwR29ZLou7,"$1,218.96",LG 15U470-GA55K Laptop / Super Light Weight / Ultrabooks 15U470 Series,https://i.ebayimg.com/images/g/atMAAOSwR29ZLou7/s-l500.jpg,New,,Does not apply,none,,Does Not Apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,http://www.ebay.com/itm/LG-15U470-GR3MK-Laptop-Super-Light-Weight-Ultrabooks-15U470-Series/162535758260?hash=item25d7e2d9b4%3Ag%3A8xQAAOSw42dZLou%7E,"$1,136.34",LG 15U470-GR3MK Laptop / Super Light Weight / Ultrabooks 15U470 Series,https://i.ebayimg.com/images/g/8xQAAOSw42dZLou~/s-l500.jpg,New,,Does not apply,none,,Does Not Apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,http://www.ebay.com/itm/Lenovo-ThinkPad-R61-w-Intel-Core-2-Duo-2-5GHz-No-RAM-No-HDD-Dim-Display/162547601364?hash=item25d8978fd4%3Ag%3AHKkAAOSwjKFZR--G,$29.98,Lenovo ThinkPad R61 w/ Intel Core 2 Duo 2.5GHz No RAM No HDD *Dim Display*,https://i.ebayimg.com/images/g/HKkAAOSwjKFZR--G/s-l500.jpg,For parts or not working,R61,Does not apply,Lenovo,,Does Not Apply,Notebook/Laptop,ThinkPad,Not Included,"14.1""",,2.5GHz,Unknown,,Not Included,,,,None,"This laptop has a dim display but all other functions are in working condition . There are heavy scuffs/scratches from use. Note that this does NOT include hard drive, memory, battery, or AC power adapter. Please refer to the pictures for more details.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,http://www.ebay.com/itm/Lenovo-i-Slimbook-110S-CPU-N3060-Red-Intel-Celeron-N3060-International-Ver/162621270427?hash=item25dcfba99b%3Ag%3ABUsAAOSwzRlZiE8f,$375.73,Lenovo i-Slimbook 110S CPU-N3060 / Red / Intel Celeron N3060 / International Ver,https://i.ebayimg.com/images/g/BUsAAOSwzRlZiE8f/s-l500.jpg,New,,Does not apply,none,,Does Not Apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,http://www.ebay.com/itm/Lenovo-i-Slimbook-110S-CPU-N3060-Blue-Intel-Celeron-N3060-International-Ve/162621270451?hash=item25dcfba9b3%3Ag%3AgKEAAOSwPH9ZiE8k,$375.73,Lenovo i-Slimbook 110S CPU-N3060 / Blue / Intel Celeron N3060 / International Ve,https://i.ebayimg.com/images/g/gKEAAOSwPH9ZiE8k/s-l500.jpg,New,,Does not apply,none,,Does Not Apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,http://www.ebay.com/itm/Dell-Inspiron-E1505-Intel-Core-Duo-1-66GHz-1GB-RAM-31Gb-HDD/172382801574?hash=item2822d0cea6%3Ag%3Aj-oAAOSwx2dYClUl,$45.00,Dell Inspiron E1505 Intel Core Duo 1.66GHz 1GB RAM 31Gb HDD,https://i.ebayimg.com/images/g/j-oAAOSwx2dYClUl/s-l500.jpg,For parts or not working,E1505,Does not apply,Dell,,0123456789,Notebook/Laptop,Inspiron,Windows XP,15.4in.,Media Center,1.66GHz,Intel Core Duo,Integrated/On-Board Graphics,1GB,Not Applicable,Silver,,30GB,"BROKEN BEZEL , HINGE , MISSING X AND C BUTTONS",,,,,,,,Power Supply Included,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,http://www.ebay.com/itm/Small-Home-Business-Software-Accounting-Inventory-Sales-Retailers-POS-Customer/191398058830?hash=item2c90369b4e%3Ag%3Ayp8AAOxyVaBS8WTD,$39.99,Small Home Business Software Accounting Inventory Sales Retailers POS Customer,https://i.ebayimg.com/images/g/yp8AAOxyVaBS8WTD/s-l500.jpg,New,DDMS,Does not apply,DDMS,,DDMS,,DDMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,http://www.ebay.com/itm/Hansung-B35-ForceRecon-Laptop-Intel-Pentium-N3700-IPS-Wide-screen-MINT/152156926883?hash=item236d4273a3%3Ag%3An1oAAOSw-KFXfKAz,$427.23,Hansung B35 ForceRecon Laptop / Intel Pentium N3700 / IPS Wide screen / MINT,https://i.ebayimg.com/images/g/n1oAAOSw-KFXfKAz/s-l500.jpg,New,,Does not apply,Hansung,,Does Not Apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,http://www.ebay.com/itm/ACER-E5-575-ELITE-15-6-inch-Laptop-Blue-color-Not-include-OS-i5-7200U-4GB/152452385199?hash=item237edec9af%3Ag%3AvfsAAOSwTuJYs%7Evd,$617.85,ACER E5-575 ELITE 15.6 inch Laptop Blue color / Not include OS / i5-7200U / 4GB ,https://i.ebayimg.com/images/g/vfsAAOSwTuJYs~vd/s-l500.jpg,New,,Does not apply,none,,Does Not Apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,http://www.ebay.com/itm/ACER-E5-575-INDIGO-15-6-inch-Laptop-Blue-color-Not-include-OS-i3-7100U-4GB/152452385365?hash=item237edeca55%3Ag%3A0X4AAOSw4A5Ys%7Evb,$565.10,ACER E5-575 INDIGO 15.6 inch Laptop Blue color / Not include OS / i3-7100U / 4GB,https://i.ebayimg.com/images/g/0X4AAOSw4A5Ys~vb/s-l500.jpg,New,,Does not apply,none,,Does Not Apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,http://www.ebay.com/itm/ACER-E5-575G-AWP-15-6-inch-Laptop-Black-color-Not-include-OS-i5-7200U-4GB/162411586123?hash=item25d07c224b%3Ag%3AW-4AAOSw%7EAVYs%7Evd,$701.54,ACER E5-575G AWP 15.6 inch Laptop Black color / Not include OS / i5-7200U / 4GB ,https://i.ebayimg.com/images/g/W-4AAOSw~AVYs~vd/s-l500.jpg,New,,Does not apply,none,,Does Not Apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,http://www.ebay.com/itm/ACER-E5-575G-CANNON-15-6-inch-Laptop-Black-color-Not-include-OS-i5-7200U-4/162411586209?hash=item25d07c22a1%3Ag%3Ale4AAOSwx6pYs%7Evl,$775.46,ACER E5-575G CANNON 15.6 inch Laptop Black color / Not include OS / i5-7200U / 4,https://i.ebayimg.com/images/g/le4AAOSwx6pYs~vl/s-l500.jpg,New,,Does not apply,none,,Does Not Apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,http://www.ebay.com/itm/LG-860g-GRAM-Laptop-14ZD970-EX30K-FREE-DOS-Core-i3-7-i3-7100U-Slim-Bezel-L/162447404339?hash=item25d29ead33%3Ag%3APbMAAOSwax5Y2c2K,"$1,274.46",LG 860g GRAM Laptop 14ZD970-EX30K FREE DOS / Core i3-7 / i3-7100U / Slim Bezel L,https://i.ebayimg.com/images/g/PbMAAOSwax5Y2c2K/s-l500.jpg,New,,Does not apply,none,,Does Not Apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,http://www.ebay.com/itm/LG-15U470-GR5EK-Laptop-Super-Light-Weight-Ultrabooks-15U470-Series/162535758357?hash=item25d7e2da15%3Ag%3AXzwAAOSwX9FZLovE,"$1,024.53",LG 15U470-GR5EK Laptop / Super Light Weight / Ultrabooks 15U470 Series,https://i.ebayimg.com/images/g/XzwAAOSwX9FZLovE/s-l500.jpg,New,,Does not apply,none,,Does Not Apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,http://www.ebay.com/itm/HP-Envy-15-6-Touchscreen-4K-IPS-UHD-Core-i7-6560u-16GB-Ram-256GB-SSD-Win10/172836897191?epid=767853642&hash=item283de1c1a7%3Ag%3AsdEAAOSwVctY5HZ-,"$1,299.00","HP Envy 15.6"" Touchscreen 4K IPS UHD Core i7-6560u 16GB Ram 256GB SSD Win10",https://i.ebayimg.com/images/g/sdEAAOSwVctY5HZ-/s-l500.jpg,Manufacturer refurbished,,889899844540,HP,,15-as043cl,Notebook/Laptop,ENVY,Windows 10,15.6in.,Home,3.20GHz Max Turbo Mode,Intel Core i7 6th Gen.,Integrated/On-Board Graphics,16GB,SSD (Solid State Drive),Silver,"Backlit Keyboard, Built-in Webcam, Touchscreen",256GB,"Ready To Use. May shows cosmetic blemishes Scratches in case (particularly the top lid or corners)/ This item has been professionally restored to working order by an approved vendor. It has been inspected, cleaned, and repaired to meet manufacturer specifications and is in very good condition. Wall charger is included",,,,,"HDMI, USB 3.0",,256GB,,2016,4K UHD IPS (3840 x 2160),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,http://www.ebay.com/itm/Dell-Latitude-XT-PP12S-Intel-Core-2-Duo-Parts-Repair/172898898106?hash=item284193d0ba%3Ag%3AaWkAAOSw03lY4qRX,$27.95,Dell Latitude XT PP12S Intel Core 2 Duo Parts/Repair,https://i.ebayimg.com/images/g/aWkAAOSw03lY4qRX/s-l500.jpg,For parts or not working,,,,,,,,,,,,,,,,,,,"In good cosmetic condition.The bad :  Has broken Hard drive connector.The good :  Touchscreen, finger print reader, reversible screen, good battery good screen, boots upSold as Parts/Repair ~ NO REFUNDS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,http://www.ebay.com/itm/Toshiba-Tecra-Z40-A-14-Laptop-Intel-i7-4600U-Dual-Core-2-1GHz-16GB-128GB-SSD/182509533114?hash=item2a7e6a77ba%3Ag%3A-HkAAOSwhQhY3XEG,$444.20,"Toshiba Tecra Z40-A 14"" Laptop Intel i7-4600U Dual Core 2.1GHz 16GB 128GB SSD",https://i.ebayimg.com/images/g/-HkAAOSwhQhY3XEG/s-l500.jpg,Manufacturer refurbished,Tecra Z40-A,754292150836,Toshiba,,PT44GC-042001,Ultrabook,Tecra,Windows 8.1,14in.,Professional,2.10GHz,Intel Core i7 4th Gen.,Integrated/On-Board Graphics,16GB,SSD (Solid State Drive),Gray,Built-in Webcam,128GB,"Ready To Use. May shows cosmetic blemishes Scratches in case (particularly the top lid or corners)/ This item has been professionally restored to working order by an approved vendor. It has been inspected, cleaned, and repaired to meet manufacturer specifications and is in very good condition. Wall charger is included",,,,,VGA,,128GB,,,1366 x 768,16GB,LED,"14""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,http://www.ebay.com/itm/Dell-Laititude-14-Intel-i5-3230M-Dual-Core-4GB-320GB-HDMI-DVDRW-E6430-Winodws-7/182516213467?hash=item2a7ed066db%3Ag%3A5WMAAOSwA29Y5ESW,$259.00,"Dell Laititude 14"" Intel i5-3230M Dual-Core 4GB 320GB HDMI DVDRW E6430 Winodws 7",https://i.ebayimg.com/images/g/5WMAAOSwA29Y5ESW/s-l500.jpg,Manufacturer refurbished,Latitude E6430,Does not apply,Dell,,E6430,Notebook,Latitude,Windows 7,14in.,Professional,2.60GHz,Intel Core i5 3rd Gen.,Integrated/On-Board Graphics,4GB,HDD (Hard Disk Drive),Gray,,320GB,"Ready To Use. May shows cosmetic blemishes Scratches in case (particularly the top lid or corners)/ This item has been professionally restored to working order by an approved vendor. It has been inspected, cleaned, and repaired to meet manufacturer specifications and is in very good condition. Wall charger is included",,DVD-RW,,,"Gigabyte Ethernet, VGA out, eSATA, SD Card Reader, ExpressCard/54, Docking port, AC Adapter-Charger, PCI Express Mini Card slot, HDMI, USB 2.0, USB 3.0",,,,2012,,,,,4.4 lbs.,"13.9"" x 9.5"" x 1.3""",Restore Partition / Recovery Solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
